
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="lg_permanentes",="lg_permanentes",="lg_permanentes",="lg_permanentes",="lg_permanentes",="lg_permanentes"

="SP_b_F16x",="-0.030*",="-0.075***",="-0.073***",="-0.057***",="-0.041***",="-0.037***"
="",="(0.017)",="(0.019)",="(0.019)",="(0.018)",="(0.015)",="(0.014)"

="SP_b_F12x",="-0.022**",="-0.043***",="-0.042***",="-0.033***",="-0.032***",="-0.028***"
="",="(0.0092)",="(0.012)",="(0.012)",="(0.011)",="(0.011)",="(0.010)"

="SP_b_F8x",="-0.011**",="-0.021***",="-0.020***",="-0.015***",="-0.016***",="-0.013**"
="",="(0.0052)",="(0.0063)",="(0.0063)",="(0.0058)",="(0.0058)",="(0.0054)"

="SP_bx",="0.0054",="0.012**",="0.011**",="0.0087",="0.0096*",="0.0090*"
="",="(0.0045)",="(0.0055)",="(0.0055)",="(0.0054)",="(0.0049)",="(0.0049)"

="SP_b_L4x",="0.012",="0.021**",="0.020**",="0.014",="0.020**",="0.017*"
="",="(0.0083)",="(0.010)",="(0.010)",="(0.0098)",="(0.0090)",="(0.0089)"

="SP_b_L8x",="0.021*",="0.027*",="0.026*",="0.017",="0.031***",="0.026**"
="",="(0.011)",="(0.014)",="(0.014)",="(0.014)",="(0.012)",="(0.012)"

="SP_b_L12x",="0.026*",="0.026",="0.025",="0.016",="0.036**",="0.031**"
="",="(0.014)",="(0.017)",="(0.017)",="(0.018)",="(0.015)",="(0.015)"

="SP_b_L16",="0.029*",="0.015",="0.014",="0.0063",="0.045**",="0.040**"
="",="(0.017)",="(0.022)",="(0.022)",="(0.022)",="(0.018)",="(0.019)"

="N",="72199",="72199",="72103",="72042",="72103",="72042"
="R-sq",="0.163",="0.185",="0.185",="0.204",="0.200",="0.218"
="DepVarMean",="5.89",="5.89",="5.89",="5.89",="5.89",="5.89"
="num_mun",="1664",="1664",="1662",="1662",="1662",="1662"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
