
="",="(1)",="(2)",="(3)",="(4)"
="",="e9",="e9",="e9",="e9"

="SP_b_F16x",="-0.048***",="-0.012",="-0.061***",="-0.017"
="",="(0.014)",="(0.011)",="(0.015)",="(0.012)"

="SP_b_F12x",="-0.026***",="-0.013*",="-0.032***",="-0.016**"
="",="(0.0083)",="(0.0077)",="(0.0091)",="(0.0080)"

="SP_b_F8x",="-0.011**",="-0.0050",="-0.012**",="-0.0055"
="",="(0.0047)",="(0.0043)",="(0.0051)",="(0.0046)"

="SP_bx",="0.00065",="-0.0029",="0.0037",="-0.00056"
="",="(0.0043)",="(0.0041)",="(0.0054)",="(0.0050)"

="SP_b_L4x",="0.00037",="-0.0050",="0.0083",="0.0014"
="",="(0.0068)",="(0.0064)",="(0.0088)",="(0.0081)"

="SP_b_L8x",="-0.0064",="-0.011",="0.013",="0.0066"
="",="(0.0095)",="(0.0087)",="(0.012)",="(0.011)"

="SP_b_L12x",="-0.016",="-0.018*",="0.015",="0.011"
="",="(0.012)",="(0.011)",="(0.015)",="(0.013)"

="SP_b_L16",="-0.028*",="-0.016",="0.00096",="0.011"
="",="(0.015)",="(0.012)",="(0.017)",="(0.015)"

="N",="66636",="66636",="78086",="78086"
="R-sq",="0.996",="0.996",="0.994",="0.994"
="DepVarMean",="5.68",="5.68",="5.16",="5.16"
="num_mun",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
