
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="lg_tpc_sal_50",="lg_tpc_sal_50",="lg_tpc_sal_50",="lg_tpc_sal_50",="lg_tpc_sal_50",="lg_tpc_sal_50"

="SP_b_F16x",="-0.50***",="-0.092",="-0.098",="-0.087",="0.0097",="0.015"
="",="(0.17)",="(0.14)",="(0.14)",="(0.14)",="(0.077)",="(0.077)"

="SP_b_F12x",="-0.30***",="-0.085",="-0.091",="-0.084",="-0.032",="-0.029"
="",="(0.083)",="(0.079)",="(0.078)",="(0.077)",="(0.051)",="(0.051)"

="SP_b_F8x",="-0.17***",="-0.066",="-0.069*",="-0.065",="-0.040",="-0.038"
="",="(0.043)",="(0.041)",="(0.041)",="(0.040)",="(0.029)",="(0.028)"

="SP_bx",="0.16***",="0.081",="0.078",="0.076",="0.055",="0.054"
="",="(0.049)",="(0.050)",="(0.049)",="(0.049)",="(0.040)",="(0.040)"

="SP_b_L4x",="0.27***",="0.12",="0.12",="0.12",="0.079",="0.076"
="",="(0.076)",="(0.076)",="(0.074)",="(0.074)",="(0.051)",="(0.052)"

="SP_b_L8x",="0.32***",="0.15",="0.15",="0.14",="0.092",="0.088"
="",="(0.098)",="(0.096)",="(0.094)",="(0.093)",="(0.063)",="(0.063)"

="SP_b_L12x",="0.29**",="0.11",="0.11",="0.10",="0.040",="0.035"
="",="(0.12)",="(0.11)",="(0.11)",="(0.11)",="(0.084)",="(0.085)"

="SP_b_L16",="0.24*",="0.12",="0.12",="0.11",="0.046",="0.039"
="",="(0.12)",="(0.12)",="(0.12)",="(0.12)",="(0.10)",="(0.10)"

="N",="33744",="33744",="33692",="33692",="33692",="33692"
="R-sq",="0.201",="0.369",="0.371",="0.372",="0.386",="0.387"
="DepVarMean",="2.75",="2.75",="2.75",="2.75",="2.75",="2.75"
="num_mun",="1032",="1032",="1030",="1030",="1030",="1030"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
