
="",="(1)",="(2)",="(3)",="(4)"
="",="e7",="e7",="e7",="e7"

="SP_b_F16x",="-0.18**",="-0.17**",="-0.18**",="-0.16**"
="",="(0.092)",="(0.082)",="(0.091)",="(0.080)"

="SP_b_F12x",="-0.12**",="-0.12**",="-0.12**",="-0.11**"
="",="(0.059)",="(0.058)",="(0.058)",="(0.057)"

="SP_b_F8x",="-0.073**",="-0.070**",="-0.072**",="-0.068**"
="",="(0.032)",="(0.033)",="(0.032)",="(0.032)"

="SP_bx",="0.048",="0.045",="0.048",="0.044"
="",="(0.036)",="(0.036)",="(0.035)",="(0.035)"

="SP_b_L4x",="0.12*",="0.12*",="0.12*",="0.11*"
="",="(0.064)",="(0.067)",="(0.062)",="(0.064)"

="SP_b_L8x",="0.19**",="0.19*",="0.19**",="0.18*"
="",="(0.094)",="(0.098)",="(0.090)",="(0.094)"

="SP_b_L12x",="0.20*",="0.19",="0.20*",="0.18"
="",="(0.12)",="(0.12)",="(0.11)",="(0.12)"

="SP_b_L16",="0.23*",="0.22*",="0.22*",="0.20"
="",="(0.13)",="(0.13)",="(0.12)",="(0.12)"

="N",="66636",="66636",="78086",="78086"
="R-sq",="0.953",="0.953",="0.957",="0.957"
="DepVarMean",="2.83",="2.83",="2.42",="2.42"
="num_mun",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
