
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="lg_masa_sal_tec_1000m",="lg_masa_sal_tec_1000m",="lg_masa_sal_tec_1000m",="lg_masa_sal_tec_1000m",="lg_masa_sal_tec_1000m",="lg_masa_sal_tec_1000m"

="SP_b_F16x",="0.16*",="-0.051",="-0.046",="-0.082",="-0.0098",="-0.018"
="",="(0.090)",="(0.072)",="(0.072)",="(0.075)",="(0.055)",="(0.056)"

="SP_b_F12x",="0.085",="-0.047",="-0.044",="-0.066",="-0.031",="-0.041"
="",="(0.055)",="(0.044)",="(0.045)",="(0.046)",="(0.039)",="(0.040)"

="SP_b_F8x",="0.059",="-0.0080",="-0.0079",="-0.020",="-0.0012",="-0.0080"
="",="(0.037)",="(0.029)",="(0.030)",="(0.030)",="(0.028)",="(0.028)"

="SP_bx",="-0.078**",="-0.020",="-0.017",="-0.0098",="-0.022",="-0.019"
="",="(0.036)",="(0.029)",="(0.029)",="(0.030)",="(0.027)",="(0.027)"

="SP_b_L4x",="-0.11*",="-0.0074",="-0.0047",="0.012",="-0.012",="-0.0024"
="",="(0.059)",="(0.047)",="(0.047)",="(0.050)",="(0.043)",="(0.044)"

="SP_b_L8x",="-0.063",="0.070",="0.070",="0.093",="0.064",="0.078"
="",="(0.070)",="(0.057)",="(0.057)",="(0.061)",="(0.054)",="(0.055)"

="SP_b_L12x",="-0.050",="0.097",="0.098",="0.12*",="0.095",="0.11*"
="",="(0.090)",="(0.067)",="(0.067)",="(0.073)",="(0.066)",="(0.068)"

="SP_b_L16",="-0.025",="0.12",="0.12",="0.14",="0.12",="0.14*"
="",="(0.11)",="(0.083)",="(0.083)",="(0.090)",="(0.085)",="(0.088)"

="N",="80857",="80857",="80761",="72719",="80761",="72719"
="R-sq",="0.077",="0.137",="0.143",="0.150",="0.146",="0.153"
="DepVarMean",="0.17",="0.17",="0.17",="0.19",="0.17",="0.19"
="num_mun",="1914",="1914",="1912",="1689",="1912",="1689"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
