
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="e1_",="e1",="e1",="e1",="e1",="e1",="e1",="e1"

="TbL16x",="0.011",="-0.0016",="0.021",="0.0096",="0.014",="0.0027",="0.015",="0.016"
="",="(0.015)",="(0.014)",="(0.016)",="(0.016)",="(0.015)",="(0.015)",="(0.012)",="(0.012)"

="TbL12x",="0.00070",="-0.0064",="0.0069",="0.0031",="0.0034",="-0.00014",="0.00083",="0.0016"
="",="(0.0089)",="(0.0085)",="(0.0094)",="(0.0095)",="(0.0091)",="(0.0092)",="(0.0083)",="(0.0084)"

="TbL8x",="0.000015",="-0.00049",="0.0059",="0.0067",="0.0041",="0.0051",="0.0027",="0.0035"
="",="(0.0048)",="(0.0046)",="(0.0053)",="(0.0053)",="(0.0053)",="(0.0053)",="(0.0050)",="(0.0050)"

="Tbx",="-0.012**",="-0.0060",="-0.013**",="-0.0048",="-0.012**",="-0.0031",="-0.0090*",="-0.0082"
="",="(0.0047)",="(0.0043)",="(0.0053)",="(0.0052)",="(0.0054)",="(0.0053)",="(0.0052)",="(0.0052)"

="Tb4x",="-0.019**",="0.0037",="-0.020**",="0.0098",="-0.017**",="0.013",="-0.011",="-0.0075"
="",="(0.0076)",="(0.0075)",="(0.0085)",="(0.0089)",="(0.0087)",="(0.0089)",="(0.0082)",="(0.0083)"

="Tb8x",="-0.028***",="0.0024",="-0.030***",="0.0090",="-0.027**",="0.012",="-0.016",="-0.010"
="",="(0.010)",="(0.0098)",="(0.011)",="(0.011)",="(0.011)",="(0.011)",="(0.011)",="(0.011)"

="Tb12x",="-0.034***",="0.0032",="-0.040***",="0.0058",="-0.036***",="0.0097",="-0.021*",="-0.013"
="",="(0.012)",="(0.012)",="(0.014)",="(0.014)",="(0.014)",="(0.014)",="(0.013)",="(0.013)"

="Tb16",="-0.045***",="-0.0046",="-0.054***",="-0.0068",="-0.049***",="-0.0023",="-0.021",="-0.014"
="",="(0.015)",="(0.014)",="(0.016)",="(0.015)",="(0.016)",="(0.015)",="(0.014)",="(0.014)"

="N",="63586",="78338",="65424",="78338",="65247",="78158",="65247",="72705"
="R-sq",="0.186",="0.177",="0.213",="0.187",="0.216",="0.189",="0.222",="0.207"
="DepVarMean",="3.21",="2.83",="3.23",="2.83",="3.22",="2.83",="3.22",="3.00"
="num_mun",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
