
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="e4_",="e4",="e4",="e4",="e4",="e4",="e4",="e4"

="TbL16x",="-0.0088",="-0.11**",="-0.12*",="-0.13**",="-0.13**",="-0.14**",="-0.077",="-0.089"
="",="(0.026)",="(0.054)",="(0.063)",="(0.062)",="(0.063)",="(0.062)",="(0.061)",="(0.059)"

="TbL12x",="-0.0017",="-0.049",="-0.061",="-0.065",="-0.068",="-0.071*",="-0.046",="-0.051"
="",="(0.017)",="(0.036)",="(0.043)",="(0.042)",="(0.043)",="(0.042)",="(0.043)",="(0.042)"

="TbL8x",="-0.00040",="-0.017",="-0.012",="-0.014",="-0.016",="-0.017",="-0.0064",="-0.0086"
="",="(0.0098)",="(0.020)",="(0.024)",="(0.023)",="(0.024)",="(0.023)",="(0.024)",="(0.024)"

="Tbx",="-0.0056",="0.024",="0.019",="0.026",="0.023",="0.030",="0.017",="0.021"
="",="(0.0092)",="(0.019)",="(0.023)",="(0.021)",="(0.023)",="(0.022)",="(0.025)",="(0.024)"

="Tb4x",="-0.0079",="0.043",="0.033",="0.047",="0.038",="0.050",="0.029",="0.039"
="",="(0.016)",="(0.032)",="(0.039)",="(0.036)",="(0.040)",="(0.037)",="(0.043)",="(0.042)"

="Tb8x",="-0.0077",="0.072",="0.052",="0.076",="0.058",="0.081",="0.050",="0.065"
="",="(0.023)",="(0.044)",="(0.054)",="(0.050)",="(0.055)",="(0.051)",="(0.058)",="(0.057)"

="Tb12x",="-0.010",="0.075",="0.060",="0.087",="0.068",="0.093",="0.063",="0.081"
="",="(0.031)",="(0.054)",="(0.068)",="(0.061)",="(0.069)",="(0.063)",="(0.072)",="(0.071)"

="Tb16",="-0.034",="0.048",="0.025",="0.054",="0.035",="0.060",="0.050",="0.067"
="",="(0.039)",="(0.063)",="(0.079)",="(0.071)",="(0.081)",="(0.073)",="(0.081)",="(0.081)"

="N",="42839",="78338",="65424",="78338",="65247",="78158",="65247",="72705"
="R-sq",="0.270",="0.061",="0.069",="0.068",="0.068",="0.068",="0.071",="0.072"
="DepVarMean",="6.19",="3.50",="4.06",="3.50",="4.04",="3.49",="4.04",="3.73"
="num_mun",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
