
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="lg_tec_sal_50",="lg_tec_sal_50",="lg_tec_sal_50",="lg_tec_sal_50",="lg_tec_sal_50",="lg_tec_sal_50"

="SP_b_F16x",="0.0079",="-0.18",="-0.17",="-0.19",="-0.32",="-0.32"
="",="(0.24)",="(0.20)",="(0.20)",="(0.20)",="(0.21)",="(0.21)"

="SP_b_F12x",="-0.11",="-0.26*",="-0.26*",="-0.26*",="-0.32**",="-0.33**"
="",="(0.16)",="(0.14)",="(0.14)",="(0.15)",="(0.15)",="(0.15)"

="SP_b_F8x",="-0.063",="-0.14*",="-0.14*",="-0.14*",="-0.17**",="-0.17**"
="",="(0.098)",="(0.078)",="(0.079)",="(0.080)",="(0.076)",="(0.077)"

="SP_bx",="-0.26***",="-0.12*",="-0.12*",="-0.12*",="-0.088",="-0.088"
="",="(0.087)",="(0.073)",="(0.073)",="(0.072)",="(0.072)",="(0.072)"

="SP_b_L4x",="-0.40***",="-0.14",="-0.14",="-0.13",="-0.089",="-0.087"
="",="(0.12)",="(0.11)",="(0.11)",="(0.11)",="(0.11)",="(0.11)"

="SP_b_L8x",="-0.46***",="-0.094",="-0.091",="-0.084",="-0.024",="-0.020"
="",="(0.15)",="(0.13)",="(0.13)",="(0.13)",="(0.15)",="(0.15)"

="SP_b_L12x",="-0.48***",="-0.045",="-0.039",="-0.031",="0.027",="0.032"
="",="(0.17)",="(0.16)",="(0.16)",="(0.16)",="(0.18)",="(0.18)"

="SP_b_L16",="-0.48**",="0.019",="0.025",="0.035",="0.071",="0.078"
="",="(0.19)",="(0.18)",="(0.18)",="(0.18)",="(0.20)",="(0.20)"

="N",="21549",="21549",="21523",="21523",="21523",="21523"
="R-sq",="0.282",="0.378",="0.379",="0.379",="0.395",="0.395"
="DepVarMean",="2.11",="2.11",="2.11",="2.11",="2.11",="2.11"
="num_mun",="887",="887",="885",="885",="885",="885"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
