
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="total_d_imss_cov_sp",="total_d_imss_cov_sp",="total_d_imss_cov_sp",="total_d_imss_cov_sp",="total_d_imss_cov_sp",="total_d_imss_cov_sp",="total_d_imss_cov_sp",="total_d_imss_cov_sp"

="TbL16x",="0.015",="0.011",="-0.023",="-0.021",="-0.021",="-0.020",="0.0015",="-0.0053"
="",="(.)",="(0.020)",="(0.023)",="(0.021)",="(0.023)",="(0.022)",="(0.031)",="(0.030)"

="TbL12x",="-0.017",="-0.018",="-0.037**",="-0.035**",="-0.037**",="-0.035**",="-0.024",="-0.027"
="",="(.)",="(0.012)",="(0.016)",="(0.016)",="(0.016)",="(0.016)",="(0.020)",="(0.020)"

="TbL8x",="-0.0055",="-0.0069",="-0.0068",="-0.0073",="-0.0061",="-0.0066",="-0.0021",="-0.0042"
="",="(.)",="(0.0097)",="(0.012)",="(0.011)",="(0.012)",="(0.011)",="(0.013)",="(0.012)"

="Tbx",="-0.0084",="-0.0086",="0.0050",="0.0020",="0.0051",="0.0020",="0.0022",="0.0020"
="",="(.)",="(0.011)",="(0.011)",="(0.0099)",="(0.011)",="(0.0100)",="(0.011)",="(0.011)"

="Tb4x",="-0.013",="-0.013",="0.010",="0.0042",="0.011",="0.0049",="0.0051",="0.0040"
="",="(.)",="(0.014)",="(0.016)",="(0.014)",="(0.015)",="(0.014)",="(0.017)",="(0.016)"

="Tb8x",="-0.024",="-0.024",="0.018",="0.011",="0.022",="0.014",="0.014",="0.013"
="",="(.)",="(0.018)",="(0.020)",="(0.018)",="(0.020)",="(0.017)",="(0.021)",="(0.020)"

="Tb12x",="-0.019",="-0.017",="0.034",="0.025",="0.036",="0.026",="0.026",="0.026"
="",="(.)",="(0.021)",="(0.023)",="(0.020)",="(0.023)",="(0.020)",="(0.025)",="(0.024)"

="Tb16",="-0.028",="-0.023",="0.043",="0.034",="0.045",="0.036",="0.035",="0.035"
="",="(.)",="(.)",="(0.028)",="(0.024)",="(0.028)",="(0.024)",="(0.030)",="(0.029)"

="N",="48943",="57341",="48943",="57341",="48843",="57241",="48843",="52629"
="R-sq",=".",="0.108",="0.153",="0.148",="0.154",="0.149",="0.156",="0.153"
="DepVarMean",="1.08",="0.94",="1.08",="0.94",="1.08",="0.94",="1.08",="1.01"
="num_mun",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
