
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="lg_tpc_sal_1000m",="lg_tpc_sal_1000m",="lg_tpc_sal_1000m",="lg_tpc_sal_1000m",="lg_tpc_sal_1000m",="lg_tpc_sal_1000m"

="SP_b_F16x",="-0.35",="0.62",="0.54",="0.52",="1.33",="1.23"
="",="(1.17)",="(0.87)",="(0.87)",="(0.87)",="(0.95)",="(0.91)"

="SP_b_F12x",="0.040",="0.35",="0.34",="0.41",="-0.0054",="-0.0023"
="",="(0.73)",="(0.71)",="(0.70)",="(0.68)",="(0.76)",="(0.73)"

="SP_b_F8x",="-0.21",="-0.22",="-0.24",="-0.25",="-0.60",="-0.63"
="",="(0.72)",="(0.33)",="(0.34)",="(0.33)",="(0.42)",="(0.41)"

="SP_bx",="-0.38",="0.068",="0.11",="0.079",="-0.13",="-0.13"
="",="(0.59)",="(0.39)",="(0.40)",="(0.41)",="(0.38)",="(0.39)"

="SP_b_L4x",="-0.30",="-0.0072",="0.071",="0.026",="-0.25",="-0.24"
="",="(0.61)",="(0.50)",="(0.51)",="(0.50)",="(0.43)",="(0.42)"

="SP_b_L8x",="-0.27",="-0.070",="0.068",="0.010",="-0.35",="-0.33"
="",="(0.77)",="(0.62)",="(0.63)",="(0.63)",="(0.52)",="(0.52)"

="SP_b_L12x",="-0.14",="-0.13",="0.0066",="-0.061",="-0.35",="-0.33"
="",="(0.85)",="(0.71)",="(0.71)",="(0.71)",="(0.56)",="(0.55)"

="SP_b_L16",="-0.64",="-0.26",="-0.059",="-0.12",="-0.42",="-0.38"
="",="(0.95)",="(0.88)",="(0.91)",="(0.91)",="(0.58)",="(0.58)"

="N",="1524",="1524",="1524",="1524",="1524",="1524"
="R-sq",="0.245",="0.450",="0.452",="0.454",="0.518",="0.519"
="DepVarMean",="4.45",="4.45",="4.45",="4.45",="4.45",="4.45"
="num_mun",="142",="142",="142",="142",="142",="142"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
