
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="inf_for",="inf_for",="noimss_imss",="noimss_imss",="for_inf",="for_inf",="imss_noimss",="imss_noimss"

="2.sex1",="-0.012***",="-0.011***",="-0.0081***",="-0.0076***",="-0.015***",="-0.015***",="-0.0076***",="-0.0069***"
="",="(0.000016)",="(0.000016)",="(0.000013)",="(0.000013)",="(0.000016)",="(0.000016)",="(0.000014)",="(0.000014)"

="eda1",="0.013***",="0.010***",="-0.0099***",="-0.013***",="0.020***",="0.018***",="-0.018***",="-0.022***"
="",="(0.000020)",="(0.000020)",="(0.000015)",="(0.000016)",="(0.000019)",="(0.000020)",="(0.000016)",="(0.000017)"

="anios_esc1",="0.017***",="0.014***",="0.0071***",="0.0038***",="0.011***",="0.0086***",="0.0099***",="0.0058***"
="",="(0.000011)",="(0.000012)",="(0.0000086)",="(0.0000091)",="(0.000011)",="(0.000012)",="(0.0000087)",="(0.0000091)"

="hrsocup1",="0.0068***",="0.0068***",="0.0079***",="0.0076***",="0.013***",="0.013***",="0.0039***",="0.0036***"
="",="(0.0000086)",="(0.0000087)",="(0.0000066)",="(0.0000067)",="(0.0000083)",="(0.0000084)",="(0.0000072)",="(0.0000072)"

="log_ing1",="-0.0036***",="-0.0042***",="-0.00036***",="-0.00058***",="-0.00045***",="-0.00079***",="-0.0011***",="-0.0016***"
="",="(0.0000050)",="(0.0000052)",="(0.0000040)",="(0.0000041)",="(0.0000049)",="(0.0000050)",="(0.0000042)",="(0.0000043)"

="2.t_tra1",="-0.0040***",="0.00035***",="-0.00045***",="0.0039***",="0.000057**",="0.0034***",="-0.0063***",="-0.0011***"
="",="(0.000026)",="(0.000027)",="(0.000021)",="(0.000021)",="(0.000026)",="(0.000027)",="(0.000020)",="(0.000021)"

="median_lum_c",="0.00026***",="-0.00022***",="0.0010***",="0.00086***",="0.0013***",="0.0011***",="0.00068***",="0.00033***"
="",="(0.000017)",="(0.000018)",="(0.000014)",="(0.000014)",="(0.000017)",="(0.000018)",="(0.000014)",="(0.000015)"

="N",="1298450070",="1298450070",="1287678797",="1287678797",="1298450070",="1298450070",="1287678797",="1287678797"
="R-sq",="0.009",="0.013",="0.012",="0.016",="0.008",="0.011",="0.009",="0.014"
="DepVarMean",="0.070",="0.070",="0.045",="0.045",="0.067",="0.067",="0.047",="0.047"
="obs",="4667032",="4667032",="4629395",="4629395",="4667032",="4667032",="4629395",="4629395"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
