
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="e_t_",="e_t",="e_t",="e_t",="e_t",="e_t",="e_t",="e_t"

="TbL16x",="-0.055***",="-0.081***",="-0.061***",="-0.082***",="-0.066***",="-0.087***",="-0.050***",="-0.051***"
="",="(0.018)",="(0.019)",="(0.020)",="(0.021)",="(0.019)",="(0.021)",="(0.016)",="(0.017)"

="TbL12x",="-0.036***",="-0.050***",="-0.040***",="-0.046***",="-0.042***",="-0.048***",="-0.038***",="-0.038***"
="",="(0.011)",="(0.012)",="(0.013)",="(0.013)",="(0.012)",="(0.013)",="(0.012)",="(0.012)"

="TbL8x",="-0.015**",="-0.018***",="-0.018**",="-0.015**",="-0.018***",="-0.016**",="-0.017**",="-0.015**"
="",="(0.0061)",="(0.0063)",="(0.0070)",="(0.0072)",="(0.0066)",="(0.0069)",="(0.0065)",="(0.0066)"

="Tbx",="0.012**",="0.033***",="0.012**",="0.038***",="0.012**",="0.038***",="0.012**",="0.020***"
="",="(0.0050)",="(0.0059)",="(0.0059)",="(0.0071)",="(0.0058)",="(0.0070)",="(0.0056)",="(0.0063)"

="Tb4x",="0.019**",="0.058***",="0.022**",="0.067***",="0.022**",="0.067***",="0.023**",="0.040***"
="",="(0.0090)",="(0.011)",="(0.010)",="(0.012)",="(0.010)",="(0.012)",="(0.0094)",="(0.011)"

="Tb8x",="0.021*",="0.080***",="0.019",="0.088***",="0.019",="0.089***",="0.023*",="0.047***"
="",="(0.012)",="(0.015)",="(0.014)",="(0.017)",="(0.014)",="(0.017)",="(0.012)",="(0.015)"

="Tb12x",="0.012",="0.077***",="0.0084",="0.081***",="0.0087",="0.081***",="0.016",="0.037**"
="",="(0.015)",="(0.019)",="(0.018)",="(0.022)",="(0.018)",="(0.022)",="(0.016)",="(0.018)"

="Tb16",="0.000021",="0.065***",="-0.0022",="0.067***",="-0.0014",="0.066***",="0.019",="0.035"
="",="(0.019)",="(0.022)",="(0.022)",="(0.025)",="(0.023)",="(0.026)",="(0.019)",="(0.022)"

="N",="65424",="78338",="65424",="78338",="65247",="78158",="65247",="72705"
="R-sq",="0.230",="0.173",="0.244",="0.181",="0.238",="0.176",="0.244",="0.210"
="DepVarMean",="6.39",="5.79",="6.40",="5.79",="6.39",="5.78",="6.39",="6.05"
="num_mun",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
