
="",="(1)",="(2)",="(3)",="(4)"
="",="total_d_noasist",="total_d_noasist",="total_d_noasist",="total_d_noasist"

="SP_b_F16x",="-0.067",="0.031",="-0.039",="-0.040"
="",="(0.043)",="(.)",="(0.041)",="(.)"

="SP_b_F12x",="-0.034",="0.029",="-0.017",="-0.010"
="",="(0.028)",="(.)",="(0.027)",="(.)"

="SP_b_F8x",="-0.0047",="0.028",="0.0031",="0.012"
="",="(0.019)",="(.)",="(0.018)",="(.)"

="SP_bx",="-0.0069",="-0.034",="-0.0091",="-0.016"
="",="(0.017)",="(.)",="(0.016)",="(.)"

="SP_b_L4x",="0.019",="-0.029",="0.0039",="-0.0078"
="",="(0.024)",="(.)",="(0.023)",="(.)"

="SP_b_L8x",="0.0073",="-0.058",="-0.014",="-0.030"
="",="(0.028)",="(.)",="(0.027)",="(.)"

="SP_b_L12x",="0.029",="-0.049",="0.0045",="-0.016"
="",="(0.035)",="(.)",="(0.034)",="(.)"

="SP_b_L16",="0.028",="-0.058",="-0.011",="-0.037"
="",="(0.044)",="(.)",="(0.043)",="(.)"

="N",="49033",="49033",="69528",="69528"
="R-sq",="0.933",="0.933",="0.931",="0.932"
="DepVarMean",="1.71",="1.71",="1.54",="1.54"
="num_mun",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
