
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="lg_permanentes_masculino",="lg_permanentes_masculino",="lg_permanentes_masculino",="lg_permanentes_masculino",="lg_permanentes_masculino",="lg_permanentes_masculino"

="SP_b_F16x",="-0.022",="-0.073***",="-0.072***",="-0.054***",="-0.047***",="-0.043***"
="",="(0.017)",="(0.020)",="(0.020)",="(0.018)",="(0.015)",="(0.015)"

="SP_b_F12x",="-0.020**",="-0.046***",="-0.045***",="-0.034***",="-0.038***",="-0.033***"
="",="(0.0098)",="(0.013)",="(0.013)",="(0.012)",="(0.012)",="(0.011)"

="SP_b_F8x",="-0.010*",="-0.023***",="-0.022***",="-0.016**",="-0.019***",="-0.015***"
="",="(0.0056)",="(0.0070)",="(0.0070)",="(0.0062)",="(0.0066)",="(0.0059)"

="SP_bx",="0.0028",="0.011*",="0.011*",="0.0063",="0.010**",="0.0079"
="",="(0.0047)",="(0.0060)",="(0.0059)",="(0.0055)",="(0.0053)",="(0.0050)"

="SP_b_L4x",="0.0091",="0.022**",="0.022**",="0.013",="0.023**",="0.019**"
="",="(0.0084)",="(0.011)",="(0.011)",="(0.0099)",="(0.0092)",="(0.0088)"

="SP_b_L8x",="0.015",="0.028**",="0.027*",="0.016",="0.034***",="0.027**"
="",="(0.011)",="(0.014)",="(0.014)",="(0.013)",="(0.012)",="(0.012)"

="SP_b_L12x",="0.019",="0.028*",="0.026",="0.014",="0.040***",="0.032**"
="",="(0.013)",="(0.017)",="(0.017)",="(0.017)",="(0.014)",="(0.014)"

="SP_b_L16",="0.021",="0.016",="0.015",="0.0041",="0.048***",="0.040**"
="",="(0.017)",="(0.021)",="(0.021)",="(0.021)",="(0.017)",="(0.017)"

="N",="71648",="71648",="71552",="71492",="71552",="71492"
="R-sq",="0.129",="0.152",="0.152",="0.180",="0.164",="0.192"
="DepVarMean",="5.57",="5.57",="5.57",="5.57",="5.57",="5.57"
="num_mun",="1659",="1659",="1657",="1657",="1657",="1657"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
