
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="total_d_cov_isp",="total_d_cov_isp",="total_d_cov_isp",="total_d_cov_isp",="total_d_cov_isp",="total_d_cov_isp",="total_d_cov_isp",="total_d_cov_isp"

="TbL16x",="0.011",="0.0057",="-0.021",="-0.023*",="-0.022",="-0.024*",="-0.018",="-0.020"
="",="(.)",="(0.013)",="(0.014)",="(0.013)",="(0.014)",="(0.013)",="(0.018)",="(0.018)"

="TbL12x",="-0.00054",="-0.0038",="-0.021**",="-0.022**",="-0.024**",="-0.024***",="-0.022**",="-0.023**"
="",="(.)",="(0.0068)",="(0.0096)",="(0.0093)",="(0.0094)",="(0.0091)",="(0.011)",="(0.011)"

="TbL8x",="-0.00024",="-0.0014",="-0.0041",="-0.0042",="-0.0043",="-0.0046",="-0.0048",="-0.0048"
="",="(.)",="(0.0050)",="(0.0062)",="(0.0060)",="(0.0059)",="(0.0058)",="(0.0067)",="(0.0066)"

="Tbx",="-0.018",="-0.015**",="-0.0054",="-0.0040",="-0.0054",="-0.0041",="-0.0049",="-0.0029"
="",="(.)",="(0.0061)",="(0.0061)",="(0.0058)",="(0.0061)",="(0.0058)",="(0.0070)",="(0.0069)"

="Tb4x",="-0.014",="-0.0083",="0.0064",="0.0087",="0.0066",="0.0089",="0.0074",="0.0090"
="",="(.)",="(0.0080)",="(0.0082)",="(0.0077)",="(0.0080)",="(0.0075)",="(0.0096)",="(0.0094)"

="Tb8x",="-0.034",="-0.024**",="-0.0022",="0.0028",="-0.00086",="0.0042",="0.00034",="0.0040"
="",="(.)",="(0.010)",="(0.010)",="(0.0096)",="(0.010)",="(0.0096)",="(0.012)",="(0.012)"

="Tb12x",="-0.040",="-0.028**",="-0.0014",="0.0039",="-0.00012",="0.0053",="0.0017",="0.0051"
="",="(.)",="(0.012)",="(0.012)",="(0.011)",="(0.012)",="(0.011)",="(0.015)",="(0.014)"

="Tb16",="-0.066",="-0.050",="-0.0088",="-0.0026",="-0.0068",="-0.00039",="-0.0030",="0.00051"
="",="(.)",="(.)",="(0.015)",="(0.013)",="(0.015)",="(0.013)",="(0.018)",="(0.017)"

="N",="48943",="57341",="48943",="57341",="48843",="57241",="48843",="52629"
="R-sq",="0.017",="0.295",="0.376",="0.352",="0.377",="0.352",="0.378",="0.366"
="DepVarMean",="2.72",="2.58",="2.72",="2.58",="2.71",="2.57",="2.71",="2.65"
="num_mun",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
