
="",="(1)",="(2)",="(3)",="(4)"
="",="p1",="p1",="p1",="p1"

="SP_b_F16x",="-0.055***",="0.0059",="-0.070***",="0.0056"
="",="(0.021)",="(0.017)",="(0.021)",="(0.018)"

="SP_b_F12x",="-0.041***",="-0.020*",="-0.050***",="-0.023**"
="",="(0.013)",="(0.011)",="(0.013)",="(0.011)"

="SP_b_F8x",="-0.021***",="-0.012*",="-0.025***",="-0.013**"
="",="(0.0071)",="(0.0062)",="(0.0072)",="(0.0062)"

="SP_bx",="0.013*",="0.0083",="0.018**",="0.010"
="",="(0.0074)",="(0.0068)",="(0.0076)",="(0.0069)"

="SP_b_L4x",="0.037***",="0.031**",="0.048***",="0.037***"
="",="(0.014)",="(0.012)",="(0.014)",="(0.013)"

="SP_b_L8x",="0.063***",="0.059***",="0.087***",="0.077***"
="",="(0.020)",="(0.018)",="(0.021)",="(0.019)"

="SP_b_L12x",="0.090***",="0.093***",="0.12***",="0.12***"
="",="(0.026)",="(0.024)",="(0.027)",="(0.025)"

="SP_b_L16",="0.16***",="0.19***",="0.21***",="0.23***"
="",="(0.039)",="(0.038)",="(0.041)",="(0.039)"

="N",="66636",="66636",="78086",="78086"
="R-sq",="0.983",="0.983",="0.981",="0.982"
="DepVarMean",="3.15",="3.15",="2.77",="2.77"
="num_mun",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
