
="",="(1)",="(2)",="(3)",="(4)"
="",="total_d_sp_cov_sp",="total_d_sp_cov_sp",="total_d_sp_cov_sp",="total_d_sp_cov_sp"

="SP_b_F16x",="0.53***",="0.36",="0.54***",="0.44"
="",="(0.12)",="(.)",="(0.12)",="(.)"

="SP_b_F12x",="0.35***",="0.26",="0.35***",="0.30"
="",="(0.075)",="(.)",="(0.076)",="(.)"

="SP_b_F8x",="0.20***",="0.13",="0.20***",="0.15"
="",="(0.038)",="(.)",="(0.039)",="(.)"

="SP_bx",="-0.013",="0.022",="-0.0017",="0.021"
="",="(0.044)",="(.)",="(0.044)",="(.)"

="SP_b_L4x",="0.070",="0.13",="0.080",="0.12"
="",="(0.073)",="(.)",="(0.073)",="(.)"

="SP_b_L8x",="0.12",="0.20",="0.13",="0.18"
="",="(0.092)",="(.)",="(0.092)",="(.)"

="SP_b_L12x",="0.18*",="0.28",="0.20*",="0.25"
="",="(0.10)",="(.)",="(0.10)",="(.)"

="SP_b_L16",="0.25**",="0.33",="0.28**",="0.32"
="",="(0.12)",="(.)",="(0.12)",="(.)"

="N",="49033",="49033",="69528",="69528"
="R-sq",="0.888",="0.892",="0.888",="0.891"
="DepVarMean",="0.52",="0.52",="0.48",="0.48"
="num_mun",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
