
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="lg_trab_perm_urb",="lg_trab_perm_urb",="lg_trab_perm_urb",="lg_trab_perm_urb",="lg_trab_perm_urb",="lg_trab_perm_urb"

="SP_b_F16x",="-0.032*",="-0.073***",="-0.072***",="-0.056***",="-0.043***",="-0.039***"
="",="(0.017)",="(0.019)",="(0.019)",="(0.018)",="(0.015)",="(0.014)"

="SP_b_F12x",="-0.021**",="-0.041***",="-0.040***",="-0.031***",="-0.031***",="-0.027***"
="",="(0.0094)",="(0.012)",="(0.012)",="(0.011)",="(0.011)",="(0.010)"

="SP_b_F8x",="-0.010*",="-0.019***",="-0.019***",="-0.014**",="-0.015**",="-0.013**"
="",="(0.0053)",="(0.0063)",="(0.0063)",="(0.0058)",="(0.0058)",="(0.0055)"

="SP_bx",="0.0059",="0.012**",="0.012**",="0.0092*",="0.011**",="0.0100**"
="",="(0.0047)",="(0.0057)",="(0.0056)",="(0.0056)",="(0.0050)",="(0.0049)"

="SP_b_L4x",="0.012",="0.020*",="0.020*",="0.013",="0.021**",="0.018**"
="",="(0.0084)",="(0.010)",="(0.010)",="(0.010)",="(0.0090)",="(0.0090)"

="SP_b_L8x",="0.020*",="0.026*",="0.025*",="0.016",="0.032***",="0.026**"
="",="(0.011)",="(0.014)",="(0.014)",="(0.014)",="(0.012)",="(0.012)"

="SP_b_L12x",="0.023",="0.024",="0.023",="0.014",="0.036**",="0.030**"
="",="(0.014)",="(0.018)",="(0.018)",="(0.018)",="(0.015)",="(0.015)"

="SP_b_L16",="0.023",="0.010",="0.010",="0.0024",="0.042**",="0.037**"
="",="(0.017)",="(0.022)",="(0.022)",="(0.022)",="(0.018)",="(0.018)"

="N",="72057",="72057",="71961",="71913",="71961",="71913"
="R-sq",="0.174",="0.194",="0.193",="0.211",="0.205",="0.222"
="DepVarMean",="5.78",="5.78",="5.77",="5.77",="5.77",="5.77"
="num_mun",="1662",="1662",="1660",="1659",="1660",="1659"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
