
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="total_d_cov_sp",="total_d_cov_sp",="total_d_cov_sp",="total_d_cov_sp",="total_d_cov_sp",="total_d_cov_sp",="total_d_cov_sp",="total_d_cov_sp"

="TbL16x",="0.015",="0.011",="-0.023",="-0.022",="-0.023",="-0.023",="-0.012",="-0.013"
="",="(.)",="(0.014)",="(0.015)",="(0.015)",="(0.015)",="(0.015)",="(0.021)",="(0.021)"

="TbL12x",="-0.0022",="-0.0051",="-0.024**",="-0.024**",="-0.026**",="-0.026***",="-0.021",="-0.022*"
="",="(.)",="(0.0076)",="(0.010)",="(0.010)",="(0.010)",="(0.010)",="(0.013)",="(0.013)"

="TbL8x",="-0.0029",="-0.0037",="-0.0055",="-0.0047",="-0.0060",="-0.0055",="-0.0046",="-0.0045"
="",="(.)",="(0.0058)",="(0.0070)",="(0.0068)",="(0.0067)",="(0.0066)",="(0.0077)",="(0.0076)"

="Tbx",="-0.019",="-0.016**",="-0.0070",="-0.0061",="-0.0077",="-0.0066",="-0.0086",="-0.0069"
="",="(.)",="(0.0070)",="(0.0069)",="(0.0066)",="(0.0068)",="(0.0065)",="(0.0077)",="(0.0077)"

="Tb4x",="-0.017",="-0.011",="0.0070",="0.0080",="0.0067",="0.0079",="0.0051",="0.0065"
="",="(.)",="(0.0093)",="(0.0093)",="(0.0088)",="(0.0092)",="(0.0087)",="(0.011)",="(0.011)"

="Tb8x",="-0.035",="-0.025**",="0.0032",="0.0058",="0.0037",="0.0066",="0.0019",="0.0050"
="",="(.)",="(0.012)",="(0.012)",="(0.011)",="(0.012)",="(0.011)",="(0.014)",="(0.014)"

="Tb12x",="-0.037",="-0.026*",="0.011",="0.014",="0.011",="0.014",="0.0096",="0.012"
="",="(.)",="(0.013)",="(0.014)",="(0.013)",="(0.014)",="(0.013)",="(0.016)",="(0.016)"

="Tb16",="-0.059",="-0.044",="0.0071",="0.0092",="0.0074",="0.010",="0.0084",="0.011"
="",="(.)",="(.)",="(0.017)",="(0.015)",="(0.017)",="(0.016)",="(0.020)",="(0.020)"

="N",="48943",="57341",="48943",="57341",="48843",="57241",="48843",="52629"
="R-sq",=".",="0.237",="0.318",="0.296",="0.319",="0.297",="0.320",="0.309"
="DepVarMean",="2.40",="2.27",="2.40",="2.27",="2.40",="2.27",="2.40",="2.34"
="num_mun",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
