
="",="(1)",="(2)",="(3)",="(4)"
="",="p4",="p4",="p4",="p4"

="SP_b_F16x",="-0.11***",="-0.027",="-0.11***",="-0.024"
="",="(0.027)",="(0.024)",="(0.026)",="(0.024)"

="SP_b_F12x",="-0.061***",="-0.029*",="-0.062***",="-0.028*"
="",="(0.017)",="(0.016)",="(0.017)",="(0.015)"

="SP_b_F8x",="-0.028***",="-0.013",="-0.029***",="-0.013"
="",="(0.0098)",="(0.0090)",="(0.0095)",="(0.0087)"

="SP_bx",="0.026**",="0.016",="0.028**",="0.016"
="",="(0.011)",="(0.011)",="(0.011)",="(0.010)"

="SP_b_L4x",="0.056***",="0.037*",="0.060***",="0.040**"
="",="(0.020)",="(0.019)",="(0.020)",="(0.019)"

="SP_b_L8x",="0.089***",="0.068**",="0.096***",="0.072***"
="",="(0.030)",="(0.029)",="(0.030)",="(0.028)"

="SP_b_L12x",="0.12***",="0.10***",="0.13***",="0.11***"
="",="(0.040)",="(0.038)",="(0.039)",="(0.037)"

="SP_b_L16",="0.18***",="0.17***",="0.19***",="0.19***"
="",="(0.057)",="(0.056)",="(0.056)",="(0.054)"

="N",="66636",="66636",="78086",="78086"
="R-sq",="0.978",="0.978",="0.978",="0.978"
="DepVarMean",="1.23",="1.23",="1.05",="1.05"
="num_mun",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
