
="",="(1)",="(2)",="(3)",="(4)"
="",="p7",="p7",="p7",="p7"

="SP_b_F16x",="-0.066**",="-0.040",="-0.068***",="-0.037"
="",="(0.026)",="(0.030)",="(0.026)",="(0.029)"

="SP_b_F12x",="-0.036**",="-0.029",="-0.037**",="-0.028"
="",="(0.016)",="(0.020)",="(0.016)",="(0.020)"

="SP_b_F8x",="-0.019**",="-0.016",="-0.020**",="-0.015"
="",="(0.0088)",="(0.011)",="(0.0087)",="(0.010)"

="SP_bx",="0.011",="0.0087",="0.012",="0.0090"
="",="(0.0096)",="(0.0096)",="(0.0094)",="(0.0095)"

="SP_b_L4x",="0.035**",="0.033*",="0.037**",="0.033*"
="",="(0.018)",="(0.018)",="(0.017)",="(0.017)"

="SP_b_L8x",="0.060**",="0.059**",="0.063**",="0.059**"
="",="(0.027)",="(0.026)",="(0.026)",="(0.026)"

="SP_b_L12x",="0.075**",="0.077**",="0.080**",="0.078**"
="",="(0.036)",="(0.034)",="(0.035)",="(0.033)"

="SP_b_L16",="0.12**",="0.13***",="0.13***",="0.14***"
="",="(0.050)",="(0.047)",="(0.048)",="(0.045)"

="N",="66636",="66636",="78086",="78086"
="R-sq",="0.977",="0.977",="0.977",="0.977"
="DepVarMean",="0.60",="0.60",="0.51",="0.51"
="num_mun",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
