
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="e_250",="e_250",="e_250",="e_250",="e_250",="e_250"

="SP_b_F16x",="-0.0099",="-0.019",="-0.024",="-0.020",="0.0097",="0.0099"
="",="(0.022)",="(0.026)",="(0.027)",="(0.027)",="(0.021)",="(0.021)"

="SP_b_F12x",="-0.0052",="-0.0077",="-0.011",="-0.0080",="0.0019",="0.0031"
="",="(0.012)",="(0.017)",="(0.017)",="(0.017)",="(0.015)",="(0.015)"

="SP_b_F8x",="-0.0034",="-0.0034",="-0.0052",="-0.0032",="0.00093",="0.0022"
="",="(0.0073)",="(0.0097)",="(0.010)",="(0.010)",="(0.0089)",="(0.0090)"

="SP_bx",="0.00079",="-0.0024",="-0.0033",="-0.0059",="-0.0075",="-0.0095"
="",="(0.0067)",="(0.0091)",="(0.0096)",="(0.0099)",="(0.0092)",="(0.0095)"

="SP_b_L4x",="0.0075",="-0.0019",="-0.0011",="-0.0041",="-0.0068",="-0.0089"
="",="(0.010)",="(0.016)",="(0.016)",="(0.017)",="(0.015)",="(0.016)"

="SP_b_L8x",="0.018",="0.00026",="0.00029",="-0.0032",="-0.0042",="-0.0067"
="",="(0.015)",="(0.023)",="(0.024)",="(0.024)",="(0.023)",="(0.023)"

="SP_b_L12x",="0.028",="0.000070",="-0.0012",="-0.0056",="-0.0031",="-0.0065"
="",="(0.019)",="(0.030)",="(0.031)",="(0.032)",="(0.030)",="(0.030)"

="SP_b_L16",="0.020",="-0.024",="-0.026",="-0.030",="-0.015",="-0.020"
="",="(0.024)",="(0.038)",="(0.040)",="(0.040)",="(0.039)",="(0.039)"

="N",="42849",="42849",="42708",="42690",="42708",="42690"
="R-sq",="0.244",="0.270",="0.263",="0.266",="0.267",="0.271"
="DepVarMean",="6.19",="6.19",="6.18",="6.18",="6.18",="6.18"
="num_mun",="1208",="1208",="1205",="1204",="1205",="1204"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
