
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="total_d_asist",="total_d_asist",="total_d_asist",="total_d_asist",="total_d_asist",="total_d_asist",="total_d_asist",="total_d_asist"

="TbL16x",="0.016",="0.0078",="-0.013",="-0.017",="-0.013",="-0.018",="-0.031*",="-0.037**"
="",="(.)",="(0.014)",="(0.015)",="(0.015)",="(0.015)",="(0.015)",="(0.017)",="(0.017)"

="TbL12x",="0.0020",="-0.0015",="-0.014",="-0.014",="-0.015",="-0.015",="-0.028**",="-0.029***"
="",="(.)",="(0.0083)",="(0.011)",="(0.011)",="(0.011)",="(0.011)",="(0.011)",="(0.011)"

="TbL8x",="0.00084",="-0.0011",="-0.00092",="-0.0016",="-0.00074",="-0.0015",="-0.0094",="-0.011"
="",="(.)",="(0.0056)",="(0.0068)",="(0.0066)",="(0.0065)",="(0.0064)",="(0.0067)",="(0.0067)"

="Tbx",="-0.017",="-0.013**",="-0.010*",="-0.0074",="-0.011*",="-0.0080",="-0.0040",="-0.0019"
="",="(.)",="(0.0057)",="(0.0058)",="(0.0057)",="(0.0058)",="(0.0057)",="(0.0062)",="(0.0062)"

="Tb4x",="-0.013",="-0.0074",="0.00095",="0.0040",="0.00095",="0.0039",="0.013",="0.015"
="",="(.)",="(0.0081)",="(0.0084)",="(0.0081)",="(0.0085)",="(0.0082)",="(0.0090)",="(0.0090)"

="Tb8x",="-0.033",="-0.024**",="-0.0054",="-0.0011",="-0.0043",="-0.00017",="0.012",="0.015"
="",="(.)",="(0.011)",="(0.011)",="(0.011)",="(0.012)",="(0.011)",="(0.012)",="(0.012)"

="Tb12x",="-0.038",="-0.025**",="-0.0051",="0.0013",="-0.0042",="0.0021",="0.016",="0.019"
="",="(.)",="(0.012)",="(0.014)",="(0.013)",="(0.014)",="(0.013)",="(0.014)",="(0.014)"

="Tb16",="-0.053",="-0.037***",="-0.0077",="-0.0012",="-0.0072",="-0.00062",="0.017",="0.020"
="",="(.)",="(0.0056)",="(0.016)",="(0.015)",="(0.016)",="(0.016)",="(0.018)",="(0.018)"

="N",="48943",="57341",="48943",="57341",="48843",="57241",="48843",="52629"
="R-sq",=".",="0.206",="0.286",="0.257",="0.286",="0.258",="0.289",="0.275"
="DepVarMean",="2.83",="2.66",="2.83",="2.66",="2.83",="2.66",="2.83",="2.75"
="num_mun",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
