
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="lg_total_d_cov_sp",="lg_total_d_cov_sp",="lg_total_d_cov_sp",="lg_total_d_cov_sp",="lg_total_d_cov_sp",="lg_total_d_cov_sp",="lg_total_d_cov_sp",="lg_total_d_cov_sp"

="SP_b_F16x",="0.0057",="0.00029",="0.0014",="0.011",="0.0093",="-0.0024",="0.0026",="0.011"
="",="(0.011)",="(0.012)",="(0.013)",="(0.013)",="(0.010)",="(0.011)",="(0.012)",="(0.013)"

="SP_b_F12x",="-0.0023",="-0.0034",="-0.0030",="0.00030",="-0.00069",="-0.0062",="-0.0026",="0.00036"
="",="(0.0069)",="(0.0083)",="(0.0085)",="(0.0083)",="(0.0065)",="(0.0079)",="(0.0084)",="(0.0083)"

="SP_b_F8x",="-0.0013",="-0.0016",="-0.0013",="0.00026",="-0.00029",="-0.0028",="-0.0010",="0.00040"
="",="(0.0048)",="(0.0053)",="(0.0054)",="(0.0053)",="(0.0045)",="(0.0050)",="(0.0053)",="(0.0053)"

="SP_bx",="-0.011**",="-0.011*",="-0.012**",="-0.013**",="-0.0091*",="-0.0069",="-0.012**",="-0.013**"
="",="(0.0050)",="(0.0057)",="(0.0058)",="(0.0060)",="(0.0048)",="(0.0055)",="(0.0058)",="(0.0060)"

="SP_b_L4x",="-0.0021",="-0.0019",="-0.0032",="-0.0043",="-0.0018",="0.0023",="-0.0038",="-0.0047"
="",="(0.0067)",="(0.0083)",="(0.0087)",="(0.0088)",="(0.0063)",="(0.0079)",="(0.0085)",="(0.0087)"

="SP_b_L8x",="-0.014*",="-0.014",="-0.015",="-0.015",="-0.014*",="-0.0083",="-0.015",="-0.015"
="",="(0.0083)",="(0.011)",="(0.011)",="(0.011)",="(0.0078)",="(0.010)",="(0.011)",="(0.011)"

="SP_b_L12x",="-0.013",="-0.013",="-0.015",="-0.015",="-0.014",="-0.0060",="-0.015",="-0.015"
="",="(0.010)",="(0.014)",="(0.015)",="(0.015)",="(0.0098)",="(0.013)",="(0.014)",="(0.015)"

="SP_b_L16",="-0.038***",="-0.037**",="-0.039**",="-0.035*",="-0.037***",="-0.029*",="-0.040**",="-0.036*"
="",="(0.013)",="(0.018)",="(0.019)",="(0.020)",="(0.013)",="(0.017)",="(0.019)",="(0.020)"

="N",="80857",="80857",="73944",="73944",="93726",="93726",="79612",="79612"
="R-sq",="0.305",="0.338",="0.346",="0.348",="0.299",="0.333",="0.337",="0.338"
="DepVarMean",="2.46",="2.46",="2.58",="2.58",="2.31",="2.31",="2.51",="2.51"
="num_mun",="1914",="1914",="1699",="1699",="2427",="2427",="2201",="2201"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
