
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="p1_",="p1",="p1",="p1",="p1",="p1",="p1",="p1"

="TbL16x",="0.011",="-0.038",="0.021",="-0.032",="0.014",="-0.045**",="0.015",="0.015"
="",="(0.015)",="(.)",="(0.016)",="(0.021)",="(0.015)",="(0.020)",="(0.012)",="(0.017)"

="TbL12x",="0.00070",="-0.023",="0.0069",="-0.023*",="0.0034",="-0.030**",="0.00083",="-0.0091"
="",="(0.0089)",="(0.022)",="(0.0094)",="(0.012)",="(0.0091)",="(0.012)",="(0.0083)",="(0.011)"

="TbL8x",="0.000015",="-0.010",="0.0059",="-0.0074",="0.0041",="-0.011",="0.0027",="-0.0048"
="",="(0.0048)",="(0.0096)",="(0.0053)",="(0.0067)",="(0.0053)",="(0.0067)",="(0.0050)",="(0.0061)"

="Tbx",="-0.012**",="0.0092",="-0.013**",="0.014**",="-0.012**",="0.018**",="-0.0090*",="0.0045"
="",="(0.0047)",="(.)",="(0.0053)",="(0.0072)",="(0.0054)",="(0.0074)",="(0.0052)",="(0.0073)"

="Tb4x",="-0.019**",="0.042",="-0.020**",="0.062***",="-0.017**",="0.068***",="-0.011",="0.026**"
="",="(0.0076)",="(.)",="(0.0085)",="(0.014)",="(0.0087)",="(0.014)",="(0.0082)",="(0.013)"

="Tb8x",="-0.028***",="0.064",="-0.030***",="0.096***",="-0.027**",="0.10***",="-0.016",="0.050***"
="",="(0.010)",="(.)",="(0.011)",="(0.020)",="(0.011)",="(0.020)",="(0.011)",="(0.019)"

="Tb12x",="-0.034***",="0.092***",="-0.040***",="0.13***",="-0.036***",="0.14***",="-0.021*",="0.077***"
="",="(0.012)",="(0.026)",="(0.014)",="(0.026)",="(0.014)",="(0.026)",="(0.013)",="(0.025)"

="Tb16",="-0.045***",="0.18",="-0.054***",="0.18***",="-0.049***",="0.19***",="-0.021",="0.15***"
="",="(0.015)",="(.)",="(0.016)",="(0.037)",="(0.016)",="(0.037)",="(0.014)",="(0.038)"

="N",="63586",="78338",="65424",="78338",="65247",="78158",="65247",="72705"
="R-sq",="0.186",="0.845",="0.213",="0.895",="0.216",="0.866",="0.222",="0.881"
="DepVarMean",="3.21",="2.77",="3.23",="2.77",="3.22",="2.76",="3.22",="2.93"
="num_mun",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
