
="",="(1)",="(2)",="(3)",="(4)"
="",="e4",="e4",="e4",="e4"

="SP_b_F16x",="-0.21***",="-0.078",="-0.21***",="-0.078"
="",="(0.063)",="(0.064)",="(0.062)",="(0.063)"

="SP_b_F12x",="-0.10**",="-0.047",="-0.10**",="-0.045"
="",="(0.042)",="(0.044)",="(0.041)",="(0.043)"

="SP_b_F8x",="-0.039*",="-0.014",="-0.038*",="-0.013"
="",="(0.024)",="(0.025)",="(0.023)",="(0.024)"

="SP_bx",="0.036",="0.016",="0.036",="0.016"
="",="(0.024)",="(0.025)",="(0.023)",="(0.024)"

="SP_b_L4x",="0.065",="0.029",="0.068*",="0.033"
="",="(0.041)",="(0.043)",="(0.040)",="(0.041)"

="SP_b_L8x",="0.11*",="0.061",="0.11**",="0.067"
="",="(0.056)",="(0.058)",="(0.054)",="(0.056)"

="SP_b_L12x",="0.13*",="0.084",="0.14**",="0.089"
="",="(0.069)",="(0.071)",="(0.067)",="(0.068)"

="SP_b_L16",="0.12",="0.088",="0.12",="0.087"
="",="(0.081)",="(0.081)",="(0.077)",="(0.077)"

="N",="66636",="66636",="78086",="78086"
="R-sq",="0.951",="0.951",="0.956",="0.956"
="DepVarMean",="4.05",="4.05",="3.49",="3.49"
="num_mun",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
