clave_entidad,entidad_federativa,clave_municipio,municipio,poblacion,pobreza,pobreza_pob,pobreza_e,pobreza_e_pob,pobreza_m,pobreza_m_pob,vul_car,vul_car_pob,vul_ing,vul_ing_pob,npnv,npnv_pob,ic_rezedu,ic_rezedu_pob,ic_asalud,ic_asalud_pob,ic_segsoc,ic_segsoc_pob,ic_cv,ic_cv_pob,ic_sbv,ic_sbv_pob,ic_ali,ic_ali_pob,carencias,carencias_pob,carencias3,carencias3_pob,plb,plb_pob,plbm,plbm_pob
6,Colima,6004,Coquimatlán,"21,202",44,"9,338",3,627,41.1,"8,711",39.8,"8,441",3.9,819,12.3,"2,605",25.6,"5,430",18,"3,813",69.5,"14,726",12.6,"2,671",11.7,"2,491",18,"3,822",83.9,"17,778",19.2,"4,078",47.9,"10,156",10.9,"2,317"
6,Colima,6005,Cuauhtémoc,"29,125",39.6,"11,536",1.3,364,38.4,"11,172",33.2,"9,658",7.6,"2,220",19.6,"5,711",21.4,"6,234",11.7,"3,418",57,"16,610",6,"1,740",9.8,"2,866",5.4,"1,558",72.8,"21,194",7.2,"2,103",47.2,"13,756",10.8,"3,146"
6,Colima,6006,Ixtlahuacán,"6,033",57.6,"3,476",16.5,996,41.1,"2,480",32.5,"1,959",1.9,115,8,483,34.3,"2,069",10.6,637,80.7,"4,869",17,"1,024",40.2,"2,426",52.5,"3,169",90.1,"5,435",47.1,"2,844",59.5,"3,591",27.3,"1,647"
6,Colima,6007,Manzanillo,"164,680",30.2,"49,744",2.3,"3,779",27.9,"45,965",34.1,"56,117",4.4,"7,237",31.3,"51,581",16,"26,388",19.2,"31,588",47.5,"78,289",18.3,"30,074",10.7,"17,691",27.6,"45,471",64.3,"105,861",19.7,"32,374",34.6,"56,981",5.8,"9,493"
6,Colima,6008,Minatitlán,"8,877",53,"4,709",9.5,843,43.6,"3,867",21.4,"1,895",11.2,993,14.4,"1,280",25.6,"2,272",6.3,562,61.8,"5,490",9.8,868,13,"1,155",23.6,"2,093",74.4,"6,605",17.5,"1,550",64.2,"5,702",32.5,"2,882"
6,Colima,6009,Tecomán,"115,874",44.8,"51,950",4.5,"5,224",40.3,"46,726",39.7,"45,974",2.9,"3,407",12.6,"14,543",28.1,"32,607",18.2,"21,064",72.1,"83,488",17.6,"20,409",18.1,"20,988",33.6,"38,976",84.5,"97,924",29.4,"34,115",47.8,"55,357",10.9,"12,578"
6,Colima,6010,Villa de Álvarez,"115,572",24.8,"28,620",0.8,871,24,"27,749",28,"32,318",6.3,"7,335",40.9,"47,299",9.7,"11,243",14.5,"16,751",43.8,"50,664",3.9,"4,521",1.5,"1,762",10.9,"12,630",52.7,"60,939",6.2,"7,142",31.1,"35,955",6,"6,943"
7,Chiapas,7001,Acacoyagua,"19,011",90.8,"17,259",50.4,"9,589",40.3,"7,669",7.8,"1,491",0.5,91,0.9,170,37.3,"7,089",44.7,"8,507",92.7,"17,619",32.6,"6,204",58.2,"11,057",57.7,"10,971",98.6,"18,750",71.4,"13,581",91.3,"17,349",64.4,"12,248"
7,Chiapas,7002,Acala,"36,736",86.7,"31,847",43.5,"15,988",43.2,"15,859",8.8,"3,233",2.1,767,2.4,890,40,"14,694",24.9,"9,141",88,"32,319",47.2,"17,325",42.3,"15,546",68.3,"25,096",95.5,"35,079",65.1,"23,905",88.8,"32,613",56.5,"20,753"
7,Chiapas,7003,Acapetahua,"33,239",81.5,"27,092",32.5,"10,792",49,"16,300",16.8,"5,573",0.9,314,0.8,260,33.2,"11,039",32.2,"10,707",88,"29,244",34.3,"11,391",85.3,"28,339",22.6,"7,516",98.3,"32,665",63.9,"21,245",82.5,"27,406",43.8,"14,574"
7,Chiapas,7004,Altamirano,"25,598",85.1,"21,779",61.7,"15,786",23.4,"5,993",4.4,"1,122",5.2,"1,342",5.3,"1,354",49.4,"12,639",61.5,"15,740",78.7,"20,139",30.6,"7,839",66.4,"17,000",44.9,"11,505",89.5,"22,901",71.6,"18,325",90.3,"23,122",71.2,"18,216"
7,Chiapas,7005,Amatán,"25,815",95.7,"24,716",56.6,"14,600",39.2,"10,115",4,"1,040",0.1,37,0.1,22,44.5,"11,498",14.2,"3,659",95,"24,520",33.6,"8,681",90.6,"23,381",38.2,"9,864",99.8,"25,756",72.1,"18,620",95.9,"24,753",74.6,"19,260"
7,Chiapas,7006,Amatenango de la Frontera,"26,880",86.7,"23,293",35.8,"9,634",50.8,"13,659",11.2,"3,020",0.5,137,1.6,429,37.7,"10,144",25.9,"6,962",92.9,"24,975",29.3,"7,886",65.3,"17,541",10.8,"2,891",97.9,"26,314",50.7,"13,618",87.2,"23,431",60.6,"16,281"
7,Chiapas,7007,Amatenango del Valle,"8,360",96.3,"8,051",71.6,"5,988",24.7,"2,064",3.5,294,0,2,0.2,13,57,"4,766",85.9,"7,185",93.8,"7,839",48.1,"4,018",74.8,"6,254",27.9,"2,335",99.8,"8,345",89,"7,438",96.3,"8,054",79,"6,602"
7,Chiapas,7008,Angel Albino Corzo,"31,133",92.1,"28,680",52.1,"16,231",40,"12,450",7,"2,164",0.3,79,0.7,210,40.7,"12,674",39.6,"12,340",96.6,"30,079",33,"10,262",65.3,"20,321",54.1,"16,836",99.1,"30,844",72.5,"22,584",92.4,"28,759",65.3,"20,322"
7,Chiapas,7009,Arriaga,"48,842",69.3,"33,826",21.2,"10,336",48.1,"23,490",21.1,"10,320",4,"1,932",5.7,"2,764",30.4,"14,842",30.8,"15,061",80.5,"39,331",20.7,"10,087",57.6,"28,119",25.6,"12,479",90.4,"44,146",47.9,"23,403",73.2,"35,758",31.8,"15,520"
7,Chiapas,7010,Bejucal de Ocampo,"8,620",93.8,"8,087",51.1,"4,402",42.8,"3,686",2,175,3,257,1.2,102,43,"3,705",20.1,"1,731",86.6,"7,465",46.8,"4,035",64.4,"5,556",4,347,95.8,"8,262",55.9,"4,819",96.8,"8,344",86.5,"7,454"
7,Chiapas,7011,Bella Vista,"17,595",94,"16,541",45.2,"7,947",48.8,"8,593",5.4,946,0.5,84,0.1,25,37.1,"6,532",25.5,"4,491",95.4,"16,792",25.2,"4,428",87.8,"15,443",4.9,870,99.4,"17,487",57,"10,025",94.5,"16,624",75.3,"13,253"
7,Chiapas,7012,Berriozábal,"43,297",76.9,"33,306",31.9,"13,831",45,"19,475",13.7,"5,925",2.8,"1,225",6.6,"2,841",38.2,"16,545",44.9,"19,461",81.6,"35,345",30.7,"13,278",53.4,"23,126",28,"12,139",90.6,"39,232",56.9,"24,651",79.8,"34,531",41.2,"17,826"
7,Chiapas,7013,Bochil,"29,776",87.2,"25,953",56.9,"16,931",30.3,"9,022",9.2,"2,747",0.8,240,2.8,836,30.7,"9,141",84.9,"25,276",91.5,"27,247",41.9,"12,463",61.7,"18,378",65.4,"19,468",96.4,"28,700",85.8,"25,559",88,"26,193",59.6,"17,750"
7,Chiapas,7014,El Bosque,"18,671",97.1,"18,134",71.4,"13,331",25.7,"4,803",2.3,433,0.2,36,0.4,68,47.3,"8,827",26,"4,851",96,"17,917",44.3,"8,272",88.9,"16,600",46.8,"8,729",99.4,"18,566",83.1,"15,521",97.3,"18,170",84.3,"15,736"
7,Chiapas,7015,Cacahoatán,"41,780",70,"29,256",28.2,"11,772",41.8,"17,485",20.1,"8,403",3.8,"1,591",6.1,"2,530",25.6,"10,695",39.7,"16,586",79.8,"33,351",25.1,"10,475",53.1,"22,202",22.5,"9,403",90.1,"37,659",44.6,"18,628",73.8,"30,847",42.4,"17,725"
7,Chiapas,7016,Catazajá,"17,276",76.2,"13,171",16.3,"2,821",59.9,"10,350",19.2,"3,319",1.7,290,2.9,497,34.2,"5,915",14.8,"2,563",85.8,"14,820",21.9,"3,781",57.9,"10,002",4.5,778,95.4,"16,490",36.8,"6,349",77.9,"13,460",36.2,"6,262"
7,Chiapas,7017,Cintalapa,"79,495",80.7,"64,190",36.2,"28,803",44.5,"35,386",10.2,"8,087",3.7,"2,981",5.3,"4,237",35.3,"28,059",47.3,"37,575",84.3,"66,993",21.7,"17,285",50.8,"40,354",38.7,"30,738",90.9,"72,277",57.4,"45,607",84.5,"67,171",48.5,"38,561"
7,Chiapas,7018,Coapilla,"7,374",90.8,"6,699",46,"3,392",44.8,"3,307",6.7,494,0.8,60,1.6,121,38.7,"2,854",46.2,"3,407",90.3,"6,658",38.1,"2,812",59.9,"4,419",12.6,932,97.5,"7,192",58.1,"4,281",91.7,"6,759",69.7,"5,141"
7,Chiapas,7019,Comitán de Domínguez,"149,562",66.7,"99,741",18.8,"28,064",47.9,"71,676",20.2,"30,261",3.1,"4,624",10,"14,936",32.1,"48,073",34.4,"51,522",81.3,"121,649",15.6,"23,286",32.4,"48,517",21.6,"32,265",86.9,"130,002",39.1,"58,408",69.8,"104,365",29.9,"44,784"
7,Chiapas,7020,La Concordia,"56,467",87.1,"49,202",44.2,"24,981",42.9,"24,221",12,"6,801",0.3,170,0.5,294,49.5,"27,971",22.7,"12,816",96.6,"54,531",49.6,"28,003",83.8,"47,323",31.4,"17,716",99.2,"56,003",71.8,"40,563",87.4,"49,372",55,"31,029"
7,Chiapas,7021,Copainalá,"22,242",79.2,"17,620",22.3,"4,962",56.9,"12,658",15.4,"3,428",2.3,511,3.1,682,37.1,"8,250",14.2,"3,160",86.9,"19,323",24.5,"5,448",53.5,"11,906",11.4,"2,543",94.6,"21,048",40.4,"8,979",81.5,"18,132",42.9,"9,546"
7,Chiapas,7022,Chalchihuitán,"13,975",99.2,"13,858",86.1,"12,035",13,"1,823",0.8,117,0,0,0,0,48.7,"6,813",50.2,"7,013",86.3,"12,066",82.2,"11,487",99.4,"13,888",37.6,"5,259",100,"13,975",92.2,"12,878",99.2,"13,858",93.1,"13,008"
7,Chiapas,7023,Chamula,"76,503",99.1,"75,846",84.9,"64,922",14.3,"10,924",0.8,599,0.1,51,0,8,56.7,"43,410",55.3,"42,321",93,"71,124",53.1,"40,609",95.4,"72,989",37.8,"28,948",99.9,"76,445",89.7,"68,615",99.2,"75,896",94,"71,899"
7,Chiapas,7024,Chanal,"10,754",99.1,"10,660",74.8,"8,040",24.4,"2,620",0.8,88,0.1,6,0,0,39.1,"4,202",16,"1,724",91.2,"9,804",61.6,"6,630",99,"10,644",33,"3,551",99.9,"10,748",79.5,"8,550",99.2,"10,666",92.5,"9,951"
7,Chiapas,7025,Chapultenango,"8,308",89.6,"7,442",39.7,"3,297",49.9,"4,144",5,414,3.5,295,1.9,158,34.5,"2,865",18.4,"1,533",76.3,"6,340",50.3,"4,177",54.9,"4,564",36,"2,988",94.6,"7,855",54.8,"4,555",93.1,"7,736",67.6,"5,618"
7,Chiapas,7026,Chenalhó,"35,399",97.6,"34,549",73.4,"25,971",24.2,"8,578",1.9,690,0.2,84,0.2,76,48.6,"17,204",32.4,"11,473",86.4,"30,576",67.4,"23,867",90.5,"32,029",33,"11,681",99.5,"35,239",82.4,"29,171",97.8,"34,633",86.5,"30,634"
7,Chiapas,7027,Chiapa de Corzo,"82,617",69.1,"57,054",24.8,"20,518",44.2,"36,536",17.8,"14,711",3.4,"2,814",9.7,"8,038",28.3,"23,362",42.4,"35,004",79.8,"65,914",35.9,"29,667",33.6,"27,734",26.2,"21,614",86.9,"71,766",48.2,"39,789",72.5,"59,868",34.7,"28,628"
7,Chiapas,7028,Chiapilla,"4,298",84,"3,610",28.4,"1,221",55.6,"2,390",14.1,607,1.1,49,0.7,32,45.8,"1,969",20.9,898,89.6,"3,850",41.7,"1,793",43.2,"1,856",11.7,502,98.1,"4,218",48.1,"2,068",85.1,"3,659",50.8,"2,184"
7,Chiapas,7029,Chicoasén,"5,270",84.3,"4,445",32.8,"1,726",51.6,"2,719",8.4,445,4.6,243,2.6,137,32.3,"1,701",42.2,"2,226",79,"4,161",31,"1,632",25,"1,316",40.4,"2,131",92.8,"4,890",49.5,"2,609",89,"4,688",52.4,"2,764"
7,Chiapas,7030,Chicomuselo,"27,650",91.6,"25,331",51.5,"14,237",40.1,"11,095",6.9,"1,908",0.5,126,1,284,42.5,"11,764",48.2,"13,324",89.5,"24,743",35.8,"9,886",84.2,"23,271",24.5,"6,781",98.5,"27,239",69.9,"19,331",92.1,"25,458",67.1,"18,549"
7,Chiapas,7031,Chilón,"109,232",97.4,"106,427",75.4,"82,377",22,"24,050",1.7,"1,911",0.5,581,0.3,313,43.8,"47,823",37,"40,419",86.2,"94,194",67.2,"73,374",89,"97,271",45.3,"49,449",99.2,"108,338",82.7,"90,370",98,"107,009",88.3,"96,445"
7,Chiapas,7032,Escuintla,"33,130",83,"27,514",32.8,"10,882",50.2,"16,632",11.8,"3,898",2.8,911,2.4,807,34.7,"11,493",18,"5,952",88.7,"29,370",33.7,"11,178",63.1,"20,919",27.8,"9,210",94.8,"31,412",53.6,"17,747",85.8,"28,425",51.4,"17,033"
7,Chiapas,7033,Francisco León,"7,000",94.1,"6,590",37.9,"2,656",56.2,"3,934",5.5,387,0.1,5,0.3,18,42.1,"2,945",16.6,"1,159",94.4,"6,610",34.7,"2,427",57.9,"4,050",16.9,"1,180",99.7,"6,977",51.1,"3,575",94.2,"6,595",69.4,"4,855"
7,Chiapas,7034,Frontera Comalapa,"67,371",73.3,"49,379",26.5,"17,885",46.7,"31,494",22.9,"15,431",1.2,811,2.6,"1,750",36.4,"24,512",53.6,"36,120",90.9,"61,266",23.6,"15,917",60.5,"40,790",17.2,"11,594",96.2,"64,810",58.3,"39,261",74.5,"50,190",37.9,"25,552"
7,Chiapas,7035,Frontera Hidalgo,"13,688",69.5,"9,518",22.6,"3,087",47,"6,432",24,"3,286",2.4,327,4.1,556,30.2,"4,134",32.1,"4,392",86.8,"11,886",33,"4,514",63.9,"8,752",14.8,"2,026",93.5,"12,805",51.5,"7,055",71.9,"9,845",35,"4,794"
7,Chiapas,7036,La Grandeza,"9,536",91.5,"8,729",52.2,"4,976",39.4,"3,753",4,379,2.9,278,1.6,150,37.4,"3,562",26.9,"2,564",75.5,"7,198",52.4,"5,001",76,"7,250",3.1,291,95.5,"9,108",59.9,"5,714",94.5,"9,007",80.2,"7,648"
7,Chiapas,7037,Huehuetán,"33,773",80.5,"27,201",32.9,"11,127",47.6,"16,074",17.3,"5,837",1.1,357,1.1,378,27.5,"9,275",36.7,"12,407",78.7,"26,594",32.2,"10,875",88,"29,712",14.4,"4,848",97.8,"33,038",58.8,"19,858",81.6,"27,558",45.8,"15,470"
7,Chiapas,7038,Huixtán,"21,241",96.6,"20,518",62.5,"13,276",34.1,"7,242",2.1,451,0.9,189,0.4,83,40.6,"8,617",18.5,"3,919",71.6,"15,210",63.5,"13,490",95.2,"20,221",23.5,"4,994",98.7,"20,969",71.2,"15,120",97.5,"20,707",85,"18,061"
7,Chiapas,7039,Huitiupán,"20,120",94.6,"19,035",58,"11,664",36.6,"7,371",3.7,737,1,198,0.7,150,43.9,"8,837",41.6,"8,366",91.2,"18,348",32.1,"6,450",80.2,"16,133",34.3,"6,908",98.3,"19,772",72.9,"14,673",95.6,"19,233",76.3,"15,351"
7,Chiapas,7040,Huixtla,"54,846",71.3,"39,102",23.6,"12,936",47.7,"26,166",18.8,"10,328",4,"2,210",5.8,"3,206",27.1,"14,861",46.1,"25,286",78.8,"43,221",26.4,"14,463",50.5,"27,673",31.6,"17,356",90.1,"49,430",51.6,"28,316",75.3,"41,311",33.7,"18,471"
7,Chiapas,7041,La Independencia,"30,211",95.2,"28,750",54.8,"16,562",40.3,"12,188",3.4,"1,027",0.9,283,0.5,150,46.2,"13,972",47.2,"14,254",90.4,"27,303",21.1,"6,371",78.1,"23,606",8.5,"2,581",98.6,"29,777",65.4,"19,744",96.1,"29,034",79.2,"23,938"
7,Chiapas,7042,Ixhuatán,"11,454",91.9,"10,521",44.1,"5,049",47.8,"5,472",6.6,760,0.7,78,0.8,95,39,"4,470",18,"2,058",86.4,"9,898",33.9,"3,884",76.7,"8,786",34.3,"3,929",98.5,"11,281",58.4,"6,691",92.5,"10,600",66,"7,565"
7,Chiapas,7043,Ixtacomitán,"9,732",83.5,"8,122",28.3,"2,754",55.2,"5,368",11.4,"1,112",2.5,242,2.6,255,32.7,"3,181",17.2,"1,673",87.4,"8,508",24.3,"2,361",45.1,"4,392",28.4,"2,760",94.9,"9,234",44.1,"4,290",85.9,"8,365",51.6,"5,023"
7,Chiapas,7044,Ixtapa,"21,541",91.7,"19,760",55.4,"11,928",36.4,"7,832",5.8,"1,253",1,210,1.5,318,40.7,"8,757",29.8,"6,415",90.8,"19,561",49.3,"10,619",66,"14,220",36.7,"7,915",97.5,"21,013",67.6,"14,555",92.7,"19,970",71.9,"15,479"
7,Chiapas,7045,Ixtapangajoya,"5,475",78.6,"4,306",29,"1,587",49.7,"2,718",20.6,"1,126",0.2,12,0.6,31,43.1,"2,362",18.7,"1,024",92.6,"5,072",28.7,"1,574",81.7,"4,475",9.6,523,99.2,"5,431",57.5,"3,145",78.9,"4,318",42.5,"2,330"
7,Chiapas,7046,Jiquipilas,"39,051",73.7,"28,792",20.3,"7,916",53.5,"20,876",18.4,"7,179",2.8,"1,110",5,"1,970",32.6,"12,730",30.3,"11,830",77.8,"30,393",19.7,"7,683",55.8,"21,806",15.1,"5,909",92.1,"35,971",42.1,"16,450",76.6,"29,903",37.3,"14,549"
7,Chiapas,7047,Jitotol,"13,558",92.9,"12,602",69.8,"9,467",23.1,"3,135",3.1,424,1.3,170,2.7,361,34.3,"4,651",76.3,"10,342",91.2,"12,365",39.2,"5,315",73.9,"10,014",39,"5,293",96.1,"13,026",78.1,"10,593",94.2,"12,773",81.2,"11,012"
7,Chiapas,7048,Juárez,"33,364",70.9,"23,659",20.4,"6,795",50.5,"16,864",27,"8,996",0.6,213,1.5,496,34.4,"11,470",23.3,"7,774",92.9,"31,008",28.4,"9,468",68,"22,685",30.1,"10,055",97.9,"32,655",55.4,"18,480",71.6,"23,872",30.5,"10,189"
7,Chiapas,7049,Larráinzar,"19,240",97.6,"18,783",73.1,"14,062",24.5,"4,721",1.9,357,0.5,90,0,9,42.3,"8,138",41.9,"8,057",90,"17,317",66.2,"12,740",85.4,"16,426",28.7,"5,525",99.5,"19,141",80.8,"15,552",98.1,"18,873",88.4,"17,016"
7,Chiapas,7050,La Libertad,"5,431",63,"3,421",15.6,845,47.4,"2,576",29.5,"1,604",2.1,116,5.3,290,34.9,"1,895",16,869,74.5,"4,048",20,"1,087",67.3,"3,656",11.7,637,92.5,"5,025",40.7,"2,210",65.1,"3,537",28,"1,522"
7,Chiapas,7051,Mapastepec,"49,802",74.6,"37,141",26.5,"13,175",48.1,"23,966",21.9,"10,908",1.2,588,2.3,"1,165",35.9,"17,893",48.3,"24,056",90.2,"44,941",27,"13,439",68.8,"34,252",20.9,"10,423",96.5,"48,049",63.5,"31,626",75.8,"37,729",34.6,"17,209"
7,Chiapas,7052,Las Margaritas,"117,248",93.9,"110,129",60.9,"71,385",33,"38,744",4.3,"4,990",0.3,390,1.5,"1,739",48.2,"56,482",24.9,"29,189",96,"112,558",32.7,"38,355",84.5,"99,126",31.2,"36,636",98.2,"115,120",72,"84,432",94.3,"110,519",77.2,"90,548"
7,Chiapas,7053,Mazapa de Madero,"7,949",85.4,"6,790",33,"2,620",52.5,"4,169",10.4,823,2.3,181,2,156,39.4,"3,134",32.6,"2,587",70.8,"5,627",42.3,"3,363",48.3,"3,839",5.8,459,95.8,"7,612",43.9,"3,490",87.7,"6,970",65,"5,170"
7,Chiapas,7054,Mazatán,"37,514",74,"27,751",25.2,"9,444",48.8,"18,307",23.6,"8,842",1.2,454,1.2,466,32.4,"12,137",25,"9,387",83.8,"31,442",39.2,"14,696",86.6,"32,489",23.8,"8,910",97.5,"36,594",58.8,"22,074",75.2,"28,205",35.6,"13,373"
7,Chiapas,7055,Metapa,"4,915",75.1,"3,689",28.4,"1,396",46.6,"2,292",13.1,644,6.2,305,5.6,278,27.6,"1,356",32.7,"1,609",69.4,"3,411",28,"1,375",47.8,"2,350",23.1,"1,136",88.2,"4,333",43.8,"2,153",81.3,"3,994",47,"2,308"
7,Chiapas,7056,Mitontic,"11,144",97.8,"10,895",70.5,"7,853",27.3,"3,042",2.2,241,0.1,7,0,1,55.9,"6,232",25.8,"2,875",80.7,"8,991",43.7,"4,868",98.1,"10,930",45.7,"5,095",99.9,"11,136",81.4,"9,074",97.8,"10,902",84.7,"9,443"
7,Chiapas,7057,Motozintla,"63,581",83.4,"53,048",36.8,"23,366",46.7,"29,682",8,"5,076",5,"3,210",3.5,"2,247",33.4,"21,211",25.6,"16,263",81.3,"51,721",31.1,"19,790",47.2,"30,030",33.4,"21,237",91.4,"58,124",50.3,"31,983",88.5,"56,258",57.5,"36,554"
7,Chiapas,7058,Nicolás Ruíz,"4,200",98.8,"4,149",79.2,"3,328",19.6,821,0.8,33,0.3,12,0.1,5,49.8,"2,090",48,"2,018",94.7,"3,979",48.8,"2,050",58.7,"2,464",83,"3,486",99.6,"4,182",84.7,"3,558",99.1,"4,161",91.8,"3,856"
7,Chiapas,7059,Ocosingo,"167,406",90.8,"152,007",59.2,"99,080",31.6,"52,926",5.1,"8,476",2,"3,353",2.1,"3,571",35.4,"59,254",42.7,"71,486",78.8,"131,970",34.6,"57,849",77.9,"130,460",42.6,"71,344",95.9,"160,482",69.3,"116,015",92.8,"155,359",75.3,"126,003"
7,Chiapas,7060,Ocotepec,"11,862",96.5,"11,443",66.3,"7,868",30.1,"3,574",1.8,217,1.2,145,0.5,57,44.7,"5,307",30.4,"3,611",75.4,"8,944",61.4,"7,289",67.7,"8,025",55,"6,528",98.3,"11,660",73.9,"8,763",97.7,"11,587",85.4,"10,130"
7,Chiapas,7061,Ocozocoautla de Espinosa,"84,747",79.7,"67,556",34.9,"29,552",44.8,"38,004",13.6,"11,538",3.3,"2,758",3.4,"2,895",45.9,"38,916",53.2,"45,119",83.3,"70,609",30.9,"26,193",57.3,"48,553",39,"33,080",93.3,"79,094",65.7,"55,678",83,"70,314",44.8,"37,997"
7,Chiapas,7062,Ostuacán,"18,340",82.9,"15,204",24.9,"4,559",58,"10,645",15.1,"2,767",0.7,121,1.3,247,38.1,"6,981",18.1,"3,327",94.3,"17,302",22.7,"4,155",37,"6,789",29.4,"5,393",98,"17,972",42.6,"7,816",83.6,"15,326",48,"8,796"
7,Chiapas,7063,Osumacinta,"3,777",73.9,"2,790",27,"1,018",46.9,"1,772",13.5,508,5,187,7.7,291,31.1,"1,173",26.9,"1,017",76,"2,871",30.7,"1,159",31.6,"1,193",6.1,230,87.3,"3,299",35.9,"1,358",78.8,"2,978",52.5,"1,983"
7,Chiapas,7064,Oxchuc,"38,500",96.2,"37,055",62.2,"23,941",34.1,"13,114",2.4,941,0.7,283,0.6,222,32.4,"12,471",11.6,"4,460",79,"30,429",51.6,"19,871",95.3,"36,685",38.5,"14,808",98.7,"37,995",69.9,"26,894",97,"37,338",84,"32,351"
7,Chiapas,7065,Palenque,"121,227",85.8,"103,968",44,"53,391",41.7,"50,577",9.6,"11,615",1.3,"1,630",3.3,"4,015",35.7,"43,306",37.6,"45,641",90.7,"109,984",39.2,"47,548",63.3,"76,694",39,"47,246",95.3,"115,582",65.5,"79,423",87.1,"105,598",55.8,"67,696"
7,Chiapas,7066,Pantelhó,"20,127",97,"19,520",74,"14,890",23,"4,630",2.4,483,0.3,51,0.4,73,53.1,"10,682",34.8,"6,998",89.6,"18,031",65.7,"13,217",88.4,"17,794",55.2,"11,117",99.4,"20,003",85.6,"17,220",97.2,"19,571",83,"16,701"
7,Chiapas,7067,Pantepec,"10,829",94.1,"10,189",49.5,"5,360",44.6,"4,829",4.8,525,0.6,69,0.4,46,42,"4,543",33.5,"3,627",91.3,"9,884",47.5,"5,143",56,"6,065",15.1,"1,631",98.9,"10,714",60.5,"6,548",94.7,"10,258",76.1,"8,244"
7,Chiapas,7068,Pichucalco,"36,872",69.6,"25,659",14.8,"5,468",54.8,"20,190",22.2,"8,187",2.4,869,5.9,"2,158",29.1,"10,731",14.6,"5,396",86.4,"31,846",14.4,"5,299",50.2,"18,492",14.2,"5,226",91.8,"33,845",34.1,"12,579",71.9,"26,527",30.6,"11,278"
7,Chiapas,7069,Pijijiapan,"69,467",77.8,"54,037",26.6,"18,508",51.1,"35,529",20.7,"14,358",0.5,340,1.1,733,37.3,"25,936",22.6,"15,690",91.4,"63,508",33.3,"23,144",77.6,"53,883",24.8,"17,196",98.5,"68,395",59.4,"41,259",78.3,"54,376",37.4,"25,995"
7,Chiapas,7070,El Porvenir,"12,380",91.4,"11,310",40.8,"5,053",50.5,"6,258",7.1,882,1.4,173,0.1,14,33.4,"4,129",8.5,"1,048",87.2,"10,795",32.8,"4,060",86,"10,644",6.2,769,98.5,"12,192",48.5,"6,007",92.8,"11,484",75.9,"9,402"
7,Chiapas,7071,Villa Comaltitlán,"30,147",83.6,"25,190",36,"10,857",47.5,"14,333",15.5,"4,678",0.4,130,0.5,149,35,"10,555",42.6,"12,849",93.2,"28,097",36.4,"10,988",79.2,"23,886",17.6,"5,302",99.1,"29,868",67.9,"20,470",84,"25,320",48.6,"14,666"
7,Chiapas,7072,Pueblo Nuevo Solistahuacán,"29,767",92,"27,397",62.3,"18,553",29.7,"8,844",5.6,"1,661",0.6,167,1.8,542,41.5,"12,346",34.6,"10,296",87.5,"26,060",45.3,"13,487",70.9,"21,091",54.1,"16,119",97.6,"29,057",72.5,"21,571",92.6,"27,564",76.8,"22,860"
7,Chiapas,7073,Rayón,"8,698",92,"8,003",53.6,"4,666",38.4,"3,337",3.8,335,1.7,146,2.5,215,35.3,"3,074",39.1,"3,399",89.6,"7,795",43.5,"3,788",57,"4,955",33.3,"2,899",95.9,"8,337",61.3,"5,336",93.7,"8,149",74.8,"6,503"
7,Chiapas,7074,Reforma,"46,586",61.8,"28,789",16.9,"7,883",44.9,"20,906",25.3,"11,796",3.2,"1,501",9.7,"4,500",23.3,"10,836",31.8,"14,830",77.2,"35,969",27.3,"12,725",51.6,"24,022",24.2,"11,276",87.1,"40,585",47.1,"21,942",65,"30,290",23.8,"11,102"
7,Chiapas,7075,Las Rosas,"29,615",88,"26,060",40.5,"11,999",47.5,"14,061",7.8,"2,325",1.5,432,2.7,798,50.7,"15,007",15.3,"4,545",91.8,"27,185",28.3,"8,376",46.1,"13,650",41,"12,135",95.8,"28,385",55.8,"16,530",89.5,"26,492",60,"17,782"
7,Chiapas,7076,Sabanilla,"25,338",97.5,"24,703",69.3,"17,566",28.2,"7,138",2.4,610,0.1,13,0,11,40.3,"10,217",36.7,"9,306",93,"23,569",41,"10,382",94.8,"24,014",37.8,"9,589",99.9,"25,313",81.4,"20,621",97.5,"24,717",82.6,"20,919"
7,Chiapas,7077,Salto de Agua,"47,902",96.1,"46,022",58.7,"28,101",37.4,"17,920",2.6,"1,227",0.8,362,0.6,291,39.1,"18,713",31.8,"15,251",95.7,"45,846",40.7,"19,488",71.9,"34,460",37,"17,716",98.6,"47,249",68.6,"32,876",96.8,"46,384",81.2,"38,891"
7,Chiapas,7078,San Cristóbal de las Casas,"191,228",67.7,"129,492",27.5,"52,680",40.2,"76,812",16,"30,512",3.4,"6,483",12.9,"24,740",26.9,"51,369",38.7,"73,916",78.7,"150,462",27.9,"53,383",30.8,"58,823",33.7,"64,359",83.7,"160,005",42.8,"81,859",71.1,"135,975",36.5,"69,886"
7,Chiapas,7079,San Fernando,"39,584",80.9,"32,033",32.4,"12,835",48.5,"19,198",15.4,"6,083",1.7,656,2.1,812,44.2,"17,515",26.9,"10,662",91,"36,025",24.7,"9,784",47.4,"18,752",38.7,"15,301",96.3,"38,116",57.3,"22,669",82.6,"32,689",47.5,"18,812"
