clave_entidad,entidad_federativa,clave_municipio,municipio,poblacion,pobreza,pobreza_pob,pobreza_e,pobreza_e_pob,pobreza_m,pobreza_m_pob,vul_car,vul_car_pob,vul_ing,vul_ing_pob,npnv,npnv_pob,ic_rezedu,ic_rezedu_pob,ic_asalud,ic_asalud_pob,ic_segsoc,ic_segsoc_pob,ic_cv,ic_cv_pob,ic_sbv,ic_sbv_pob,ic_ali,ic_ali_pob,carencias,carencias_pob,carencias3,carencias3_pob,plb,plb_pob,plbm,plbm_pob
28,Tamaulipas,28014,Guerrero,"4,487",40.6,"1,823",1.1,50,39.5,"1,773",37.9,"1,700",2.9,132,18.6,833,20.2,906,10.8,482,70.7,"3,171",0,0,10,449,8.5,384,78.5,"3,522",5.2,234,43.6,"1,954",11.1,498
28,Tamaulipas,28015,Gustavo Díaz Ordaz,"17,880",43.1,"7,699",4.6,827,38.4,"6,872",36.6,"6,550",6.1,"1,086",14.2,"2,545",21.6,"3,867",44.9,"8,028",68.8,"12,302",5.4,962,16.9,"3,015",3.6,645,79.7,"14,249",20,"3,579",49.1,"8,785",15.2,"2,726"
28,Tamaulipas,28016,Hidalgo,"28,867",64.8,"18,709",13.9,"4,011",50.9,"14,698",28.6,"8,250",2.6,747,4,"1,161",22.6,"6,513",21.1,"6,078",77.1,"22,243",13.8,"3,971",62.1,"17,914",22.1,"6,376",93.4,"26,959",38.4,"11,076",67.4,"19,456",25.9,"7,473"
28,Tamaulipas,28017,Jaumave,"17,374",67.8,"11,775",18.4,"3,203",49.3,"8,572",24.5,"4,259",2.2,383,5.5,956,27.6,"4,798",4.1,719,72.9,"12,661",19.6,"3,399",57.3,"9,952",30,"5,216",92.3,"16,034",37,"6,434",70,"12,158",32.8,"5,697"
28,Tamaulipas,28018,Jiménez,"8,553",54.5,"4,662",8.6,738,45.9,"3,924",29.5,"2,522",4.5,388,11.5,980,24.9,"2,129",8.4,719,74.5,"6,376",18.4,"1,575",20.3,"1,737",28.7,"2,452",84,"7,184",25.5,"2,177",59.1,"5,051",19.7,"1,686"
28,Tamaulipas,28019,Llera,"24,219",63.9,"15,471",11.8,"2,855",52.1,"12,615",27.8,"6,722",3.3,810,5,"1,216",26.6,"6,451",10.2,"2,472",74.3,"17,985",19.8,"4,795",48.6,"11,763",13,"3,154",91.6,"22,193",28.6,"6,932",67.2,"16,281",28.2,"6,825"
28,Tamaulipas,28020,Mainero,"2,578",45,"1,161",7.8,202,37.2,960,48.7,"1,255",1.1,27,5.2,135,30.7,791,19.8,509,73.2,"1,886",16.2,417,71.5,"1,844",3.5,89,93.7,"2,416",35.6,919,46.1,"1,189",16,412
28,Tamaulipas,28021,El Mante,"133,619",43.3,"57,791",4.5,"6,052",38.7,"51,739",28.3,"37,818",10,"13,313",18.5,"24,697",15.5,"20,680",7.6,"10,191",50.7,"67,745",12.4,"16,619",28.9,"38,672",9.7,"13,013",71.6,"95,609",13.7,"18,358",53.2,"71,105",16,"21,382"
28,Tamaulipas,28022,Matamoros,"514,490",41.2,"212,076",5.5,"28,497",35.7,"183,579",23.7,"122,077",12.8,"65,963",22.2,"114,373",13.5,"69,304",22.2,"114,146",49.1,"252,830",8.8,"45,528",13.6,"69,852",13.8,"71,038",64.9,"334,153",13.9,"71,419",54,"278,039",17.9,"91,868"
28,Tamaulipas,28023,Méndez,"4,487",36.8,"1,651",6.6,298,30.2,"1,353",58.9,"2,641",0.7,30,3.7,165,34.8,"1,559",27,"1,214",81.7,"3,668",13.2,593,68.4,"3,070",26.5,"1,190",95.7,"4,292",46.8,"2,099",37.5,"1,681",10.3,460
28,Tamaulipas,28024,Mier,"3,856",44.1,"1,700",2.2,83,41.9,"1,617",31.9,"1,230",7.8,300,16.2,626,21.5,830,32.8,"1,263",67,"2,583",2.6,101,6.6,256,3.2,122,76,"2,930",12.2,472,51.9,"2,000",11.9,458
28,Tamaulipas,28025,Miguel Alemán,"27,458",49.5,"13,588",4.5,"1,236",45,"12,351",30,"8,225",5.8,"1,583",14.8,"4,063",15.4,"4,232",25.3,"6,954",72.5,"19,917",4.4,"1,221",5.3,"1,443",13.7,"3,775",79.4,"21,812",12,"3,289",55.3,"15,171",17,"4,680"
28,Tamaulipas,28026,Miquihuana,"3,497",74.2,"2,594",29.2,"1,020",45,"1,574",24,839,0.4,13,1.5,51,37.5,"1,311",7.5,262,84.3,"2,949",22.9,801,91.2,"3,188",44.9,"1,570",98.2,"3,433",63,"2,203",74.5,"2,607",38.7,"1,355"
28,Tamaulipas,28027,Nuevo Laredo,"372,449",34.3,"127,604",2.9,"10,810",31.4,"116,793",29.2,"108,738",10.1,"37,550",26.5,"98,557",13,"48,240",24.3,"90,469",48.8,"181,901",5.9,"22,090",4.7,"17,398",13.3,"49,409",63.5,"236,342",9.7,"36,025",44.3,"165,154",11,"40,954"
28,Tamaulipas,28028,Nuevo Morelos,"3,370",47.9,"1,613",6.7,227,41.1,"1,387",38.9,"1,310",4.2,142,9,304,28.3,955,12.3,414,68.6,"2,313",31.9,"1,075",25.3,854,4.6,155,86.8,"2,924",23.5,792,52.1,"1,755",18.9,636
28,Tamaulipas,28029,Ocampo,"18,699",61.9,"11,569",12.3,"2,294",49.6,"9,275",26.4,"4,928",4.4,818,7.4,"1,384",22.8,"4,257",18.6,"3,473",67.1,"12,539",22.9,"4,290",51.6,"9,649",8.9,"1,660",88.2,"16,497",30.8,"5,754",66.2,"12,387",27.3,"5,114"
28,Tamaulipas,28030,Padilla,"15,759",54.5,"8,581",7.1,"1,114",47.4,"7,467",30.8,"4,859",4.7,748,10,"1,570",18.7,"2,953",16.5,"2,603",70.5,"11,114",11,"1,732",35.8,"5,640",14.8,"2,335",85.3,"13,441",21.7,"3,413",59.2,"9,329",19.3,"3,041"
28,Tamaulipas,28031,Palmillas,"1,779",61.2,"1,088",11.2,200,49.9,888,34.6,616,0.9,16,3.3,59,34.8,619,9.9,176,83.8,"1,491",10.9,194,62.9,"1,118",9,160,95.8,"1,704",31.7,564,62.1,"1,104",26.6,473
28,Tamaulipas,28032,Reynosa,"599,720",31,"185,817",3.2,"19,042",27.8,"166,775",26.2,"157,349",11.2,"67,363",31.5,"189,191",12.5,"74,860",24.6,"147,554",41.6,"249,540",8.3,"49,781",7.5,"44,864",9.8,"58,864",57.2,"343,166",11.5,"69,037",42.2,"253,180",10,"59,732"
28,Tamaulipas,28033,Río Bravo,"122,396",44.6,"54,623",7,"8,585",37.6,"46,039",24.8,"30,296",10.2,"12,441",20.5,"25,036",17.4,"21,265",28.9,"35,428",54.9,"67,155",10.7,"13,038",19.3,"23,658",14.7,"18,038",69.4,"84,920",20.1,"24,611",54.8,"67,064",17.4,"21,242"
28,Tamaulipas,28034,San Carlos,"8,834",60.5,"5,349",13.6,"1,199",47,"4,150",36.7,"3,240",0.6,53,2.2,192,37.3,"3,292",10.9,963,82.6,"7,300",28.1,"2,485",66.1,"5,837",21.7,"1,913",97.2,"8,589",46.7,"4,121",61.1,"5,402",24.1,"2,127"
28,Tamaulipas,28035,San Fernando,"74,484",62.2,"46,317",13.2,"9,837",49,"36,480",31,"23,089",2.5,"1,851",4.3,"3,226",21.6,"16,094",15.8,"11,738",81.5,"60,721",11.2,"8,324",64.3,"47,873",17.4,"12,977",93.2,"69,406",35.2,"26,228",64.7,"48,168",25.1,"18,721"
28,Tamaulipas,28036,San Nicolás,"1,025",60.6,621,17.7,181,42.9,440,39.4,404,0,0,0,0,33.6,344,5.5,57,88.8,911,50.3,515,99.2,"1,016",16.2,166,100,"1,025",65.4,670,60.6,621,23.7,243
28,Tamaulipas,28037,Soto la Marina,"26,156",57.9,"15,156",13.2,"3,446",44.8,"11,710",32.4,"8,467",2.6,693,7,"1,840",23.9,"6,250",18.3,"4,775",72.5,"18,971",17.2,"4,502",53.6,"14,014",28.8,"7,532",90.3,"23,623",37.7,"9,862",60.6,"15,849",23.4,"6,115"
28,Tamaulipas,28038,Tampico,"285,670",27.9,"79,741",2.4,"6,929",25.5,"72,812",24.4,"69,791",10.4,"29,631",37.3,"106,507",9.1,"26,027",24.8,"70,752",40,"114,140",7.6,"21,757",1.8,"5,093",9.7,"27,630",52.3,"149,532",7.8,"22,246",38.3,"109,372",8.6,"24,427"
28,Tamaulipas,28039,Tula,"34,865",80.6,"28,112",31.9,"11,119",48.7,"16,993",12,"4,168",2.3,809,5.1,"1,776",29.2,"10,169",8.3,"2,901",68.4,"23,847",14.4,"5,012",66.3,"23,103",41,"14,307",92.6,"32,280",44.8,"15,629",83,"28,921",52.4,"18,279"
28,Tamaulipas,28040,Valle Hermoso,"71,903",53.7,"38,622",5.1,"3,653",48.6,"34,969",29,"20,825",6.4,"4,587",10.9,"7,869",17,"12,199",21.7,"15,568",69.2,"49,771",9,"6,505",22.7,"16,302",13.7,"9,870",82.7,"59,447",16.2,"11,657",60.1,"43,209",18.2,"13,085"
28,Tamaulipas,28041,Victoria,"321,594",28.7,"92,345",3.3,"10,729",25.4,"81,616",31.8,"102,425",7.3,"23,545",32.1,"103,280",10,"32,015",10.4,"33,588",50.3,"161,648",7.6,"24,544",8.9,"28,654",11.2,"36,172",60.6,"194,770",8.9,"28,731",36,"115,890",8.4,"27,094"
28,Tamaulipas,28042,Villagrán,"5,802",51.8,"3,007",12.1,701,39.7,"2,306",43.2,"2,509",1,59,3.9,227,32.2,"1,867",24.6,"1,428",77.4,"4,492",17.2,996,64.6,"3,749",18.4,"1,070",95.1,"5,516",41.6,"2,411",52.8,"3,066",19.5,"1,129"
28,Tamaulipas,28043,Xicoténcatl,"26,874",43.1,"11,596",7.2,"1,928",36,"9,668",30,"8,069",8.1,"2,180",18.7,"5,029",18.3,"4,909",10.4,"2,790",43.6,"11,713",21.8,"5,858",43.5,"11,694",12.9,"3,474",73.2,"19,665",23.2,"6,223",51.3,"13,776",17.8,"4,776"
29,Tlaxcala,29001,Amaxac de Guerrero,"10,979",52.9,"5,805",6.1,673,46.7,"5,132",15.8,"1,739",12.7,"1,397",18.6,"2,039",8.8,967,29.8,"3,277",60,"6,587",6.7,736,6.5,714,23.7,"2,599",68.7,"7,544",13.1,"1,440",65.6,"7,201",24.4,"2,684"
29,Tlaxcala,29002,Apetatitlán de Antonio Carvajal,"13,585",40.4,"5,490",4.3,588,36.1,"4,903",20.6,"2,798",13.2,"1,792",25.8,"3,505",9.4,"1,281",34.8,"4,725",52.3,"7,100",6.3,852,4.6,632,9.5,"1,284",61,"8,288",11,"1,497",53.6,"7,282",17.2,"2,335"
29,Tlaxcala,29003,Atlangatepec,"7,324",59.7,"4,370",8.2,600,51.5,"3,770",35.6,"2,607",1.5,108,3.3,239,27.6,"2,025",20.4,"1,493",87.4,"6,403",17.7,"1,293",18.7,"1,370",21.4,"1,567",95.3,"6,977",26.1,"1,911",61.1,"4,478",23,"1,683"
29,Tlaxcala,29004,Atltzayanca,"16,192",78.8,"12,757",15.1,"2,450",63.7,"10,307",18.6,"3,005",0.9,149,1.7,282,24.1,"3,898",28,"4,529",92,"14,891",16.6,"2,693",34.3,"5,557",30.6,"4,949",97.3,"15,762",36.3,"5,879",79.7,"12,906",36.3,"5,882"
29,Tlaxcala,29005,Apizaco,"77,809",47.6,"37,007",4.4,"3,451",43.1,"33,555",18.9,"14,738",12.3,"9,571",21.2,"16,494",9.1,"7,088",33.3,"25,895",56.8,"44,223",4.8,"3,773",2.3,"1,780",16,"12,476",66.5,"51,744",10.8,"8,416",59.9,"46,578",20,"15,590"
29,Tlaxcala,29006,Calpulalpan,"49,749",61.7,"30,719",6.1,"3,026",55.7,"27,693",24.9,"12,370",6.1,"3,031",7.3,"3,629",15.5,"7,725",21.7,"10,792",79.9,"39,748",12.4,"6,164",8.9,"4,448",23.1,"11,474",86.6,"43,089",18.4,"9,164",67.8,"33,751",21.4,"10,659"
29,Tlaxcala,29007,El Carmen Tequexquitla,"15,591",85,"13,252",24.6,"3,838",60.4,"9,414",12.5,"1,952",0.8,128,1.7,259,29.2,"4,553",18.1,"2,816",95.6,"14,904",22.7,"3,541",31.4,"4,899",59.2,"9,236",97.5,"15,204",48.4,"7,552",85.8,"13,380",42.2,"6,577"
29,Tlaxcala,29008,Cuapiaxtla,"13,848",77.4,"10,723",6.4,893,71,"9,830",18,"2,488",2.2,301,2.4,336,23.2,"3,213",17.2,"2,381",91.9,"12,720",12.3,"1,706",9.7,"1,338",13,"1,806",95.4,"13,211",17,"2,359",79.6,"11,024",34,"4,702"
29,Tlaxcala,29009,Cuaxomulco,"5,053",64.1,"3,238",11.8,595,52.3,"2,643",22.4,"1,133",7.3,371,6.2,311,15,758,26.5,"1,337",75.6,"3,819",17.1,863,30.1,"1,522",20.2,"1,020",86.5,"4,371",27.6,"1,393",71.4,"3,609",33.6,"1,698"
29,Tlaxcala,29010,Chiautempan,"66,951",60.4,"40,409",8.8,"5,923",51.5,"34,486",17.5,"11,713",9.4,"6,319",12.7,"8,510",13,"8,686",39.7,"26,612",67,"44,874",11.6,"7,735",5.8,"3,902",27.9,"18,710",77.9,"52,122",21.8,"14,585",69.8,"46,728",26.5,"17,750"
29,Tlaxcala,29011,Muñoz de Domingo Arenas,"4,266",56.4,"2,405",6.8,292,49.5,"2,113",35.7,"1,523",2.5,106,5.4,232,18.9,806,32.2,"1,373",85,"3,626",12.7,540,8.9,379,22.7,970,92.1,"3,928",21.7,928,58.9,"2,511",20.1,856
29,Tlaxcala,29012,Españita,"7,876",70.9,"5,584",15.6,"1,230",55.3,"4,354",27.2,"2,144",0.7,52,1.2,97,29.3,"2,305",26.6,"2,096",89.2,"7,025",25.6,"2,020",25.3,"1,991",35,"2,757",98.1,"7,728",38.4,"3,021",71.6,"5,636",32.9,"2,595"
29,Tlaxcala,29013,Huamantla,"83,600",64.6,"54,038",11.7,"9,791",52.9,"44,247",16.9,"14,134",7.4,"6,205",11,"9,224",17.6,"14,704",30.4,"25,440",73.3,"61,248",13.6,"11,330",15,"12,575",29.3,"24,498",81.5,"68,172",26.8,"22,379",72.1,"60,243",30.5,"25,478"
29,Tlaxcala,29014,Hueyotlipan,"13,602",75.7,"10,292",16.5,"2,247",59.1,"8,045",19.7,"2,677",1.5,209,3.1,424,21.3,"2,900",24.8,"3,371",89.4,"12,155",14,"1,905",24.7,"3,359",51.6,"7,017",95.3,"12,969",37.1,"5,051",77.2,"10,501",33.6,"4,575"
29,Tlaxcala,29015,Ixtacuixtla de Mariano Matamoros,"35,473",61.2,"21,698",7.1,"2,531",54,"19,167",21,"7,466",5.9,"2,103",11.9,"4,205",15.2,"5,394",29.7,"10,529",72.2,"25,622",9.6,"3,398",14.5,"5,140",16.7,"5,927",82.2,"29,165",18.2,"6,442",67.1,"23,802",25.3,"8,978"
29,Tlaxcala,29016,Ixtenco,"6,184",70.1,"4,332",19.2,"1,187",50.9,"3,145",15.3,948,4.5,281,10.1,623,18.4,"1,136",29.6,"1,831",73.5,"4,546",17.9,"1,107",8.2,509,55.8,"3,452",85.4,"5,281",33.6,"2,077",74.6,"4,613",39,"2,412"
29,Tlaxcala,29017,Mazatecochco de José María Morelos,"10,886",75.4,"8,212",12.7,"1,379",62.8,"6,833",18.5,"2,016",2.7,298,3.3,360,21.7,"2,363",53.3,"5,800",89.2,"9,715",14.7,"1,600",15.2,"1,651",7.8,852,94,"10,228",27.1,"2,951",78.2,"8,510",34.5,"3,759"
29,Tlaxcala,29018,Contla de Juan Cuamatzi,"35,787",66,"23,633",9,"3,217",57,"20,416",16.7,"5,970",9,"3,211",8.3,"2,973",14.4,"5,158",28.3,"10,133",72.3,"25,860",15,"5,373",14.5,"5,203",21.9,"7,829",82.7,"29,603",20.7,"7,392",75,"26,844",29.8,"10,671"
29,Tlaxcala,29019,Tepetitla de Lardizábal,"18,073",71,"12,826",12.1,"2,188",58.9,"10,638",16.3,"2,941",4.5,821,8.2,"1,484",15,"2,706",32.4,"5,859",80.7,"14,577",13,"2,356",14.7,"2,655",30.2,"5,454",87.2,"15,768",27.3,"4,928",75.5,"13,648",31.5,"5,700"
29,Tlaxcala,29020,Sanctórum de Lázaro Cárdenas,"9,909",79.8,"7,910",10.1,999,69.7,"6,911",15.7,"1,557",2.1,206,2.4,236,16.3,"1,611",18.1,"1,790",91.4,"9,060",15.1,"1,500",14.9,"1,475",16.3,"1,616",95.5,"9,467",20.5,"2,027",81.9,"8,117",41.8,"4,143"
29,Tlaxcala,29021,Nanacamilpa de Mariano Arista,"18,242",66.9,"12,203",7.7,"1,413",59.2,"10,790",23.9,"4,359",4.3,778,4.9,902,18.3,"3,345",24.1,"4,390",84.8,"15,470",12.9,"2,347",11,"2,016",26.8,"4,883",90.8,"16,562",21.4,"3,900",71.2,"12,981",25.6,"4,672"
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,"5,648",54.2,"3,063",10.1,571,44.1,"2,492",22.5,"1,271",10.2,574,13.1,740,15.5,874,47.4,"2,675",60.5,"3,415",10.6,600,8,453,25.9,"1,463",76.7,"4,334",24.1,"1,360",64.4,"3,637",27.4,"1,550"
29,Tlaxcala,29023,Natívitas,"22,178",66.2,"14,692",11.8,"2,621",54.4,"12,070",19.5,"4,333",4.6,"1,031",9.6,"2,122",15.8,"3,499",51.4,"11,404",78.2,"17,352",11.6,"2,571",16.8,"3,718",18.1,"4,017",85.8,"19,025",27.4,"6,087",70.9,"15,722",31.7,"7,028"
29,Tlaxcala,29024,Panotla,"23,998",49,"11,763",6.7,"1,600",42.3,"10,163",22.7,"5,459",8.9,"2,128",19.4,"4,648",12.1,"2,894",33.9,"8,132",61.4,"14,744",6.6,"1,575",21.2,"5,081",11.6,"2,783",71.8,"17,222",17.8,"4,270",57.9,"13,891",21.6,"5,180"
29,Tlaxcala,29025,San Pablo del Monte,"71,995",69.3,"49,861",15.9,"11,460",53.3,"38,401",22.4,"16,124",3.3,"2,400",5,"3,611",23.2,"16,697",45.2,"32,553",85.1,"61,272",19.6,"14,078",20.6,"14,836",46.1,"33,195",91.7,"65,984",43.3,"31,173",72.6,"52,260",27.6,"19,901"
29,Tlaxcala,29026,Santa Cruz Tlaxcala,"19,202",53.1,"10,192",9.1,"1,739",44,"8,453",20,"3,842",8.1,"1,561",18.8,"3,607",15.1,"2,890",29.1,"5,594",62.3,"11,969",10.4,"1,988",16.3,"3,125",25.3,"4,861",73.1,"14,034",22.6,"4,333",61.2,"11,753",21.3,"4,099"
29,Tlaxcala,29027,Tenancingo,"11,736",67.8,"7,957",11.4,"1,335",56.4,"6,623",18.4,"2,163",6.7,788,7.1,828,22.4,"2,630",53.4,"6,266",72.7,"8,529",16.4,"1,928",16,"1,882",11.8,"1,387",86.2,"10,120",27.9,"3,276",74.5,"8,746",31.2,"3,667"
29,Tlaxcala,29028,Teolocholco,"20,440",57.7,"11,803",12,"2,459",45.7,"9,343",16.4,"3,347",12,"2,444",13.9,"2,846",15.2,"3,117",46.3,"9,459",63.3,"12,939",14.1,"2,878",8.4,"1,712",21.9,"4,476",74.1,"15,150",26.1,"5,335",69.7,"14,246",27.9,"5,695"
29,Tlaxcala,29029,Tepeyanco,"11,096",47.9,"5,312",6.1,679,41.8,"4,633",29.6,"3,287",5.1,570,17.4,"1,926",12.6,"1,396",41.7,"4,628",67.4,"7,478",8.1,894,16.7,"1,856",12.7,"1,412",77.5,"8,600",18.9,"2,092",53,"5,882",18.8,"2,084"
29,Tlaxcala,29030,Terrenate,"13,947",76.2,"10,622",12,"1,672",64.2,"8,951",18.7,"2,613",2.9,407,2.2,304,25.7,"3,581",24.1,"3,361",89.4,"12,471",15,"2,092",16.4,"2,292",24.5,"3,423",94.9,"13,235",26,"3,625",79.1,"11,030",36.1,"5,032"
29,Tlaxcala,29031,Tetla de la Solidaridad,"29,442",62.1,"18,283",9.6,"2,821",52.5,"15,462",17.9,"5,284",9.4,"2,757",10.6,"3,118",13.8,"4,064",31.1,"9,171",66.1,"19,455",7.5,"2,206",19.4,"5,725",24.1,"7,103",80,"23,567",21.6,"6,355",71.5,"21,040",27.2,"8,015"
29,Tlaxcala,29032,Tetlatlahuca,"11,949",63.3,"7,566",8.9,"1,064",54.4,"6,502",20.5,"2,452",6,720,10.1,"1,211",13.9,"1,658",37.6,"4,493",73.2,"8,748",6.6,794,25.2,"3,007",13.9,"1,656",83.8,"10,018",22.7,"2,716",69.3,"8,286",28.8,"3,440"
29,Tlaxcala,29033,Tlaxcala,"92,709",35,"32,471",3.4,"3,121",31.7,"29,350",20.3,"18,850",9.2,"8,566",35.4,"32,822",6.7,"6,188",31.7,"29,361",47.4,"43,942",4.3,"3,945",5,"4,612",12.3,"11,408",55.4,"51,321",10.4,"9,650",44.3,"41,037",12.9,"11,938"
29,Tlaxcala,29034,Tlaxco,"37,863",79.4,"30,047",17.8,"6,746",61.5,"23,301",14.8,"5,605",2.8,"1,047",3.1,"1,165",23.4,"8,844",20.3,"7,689",88.1,"33,365",15,"5,689",23.3,"8,821",40.1,"15,179",94.2,"35,651",33.2,"12,553",82.1,"31,094",40.6,"15,358"
29,Tlaxcala,29035,Tocatlán,"5,573",73.7,"4,110",14.1,785,59.7,"3,325",14.6,813,6.3,351,5.4,299,19.7,"1,096",26.8,"1,493",80.8,"4,503",12.1,674,20.2,"1,124",21.3,"1,184",88.3,"4,923",24,"1,338",80,"4,461",41.1,"2,291"
29,Tlaxcala,29036,Totolac,"20,893",38.9,"8,135",4.8,995,34.2,"7,140",26.5,"5,541",7.1,"1,475",27.5,"5,742",9.4,"1,962",36.8,"7,696",57,"11,916",7.6,"1,598",10.7,"2,232",10.7,"2,233",65.5,"13,677",16.3,"3,405",46,"9,610",13.9,"2,904"
29,Tlaxcala,29037,Ziltlaltépec de Trinidad Sánchez Santos,"7,802",82,"6,396",27.9,"2,180",54,"4,216",14.8,"1,152",1,77,2.3,177,34.7,"2,705",31.2,"2,433",93.5,"7,296",30.8,"2,401",47.2,"3,680",25.9,"2,024",96.7,"7,548",52.5,"4,094",83,"6,473",47.6,"3,716"
29,Tlaxcala,29038,Tzompantepec,"15,724",54,"8,492",9,"1,409",45,"7,084",24.1,"3,791",8.3,"1,300",13.6,"2,140",12.2,"1,919",33.5,"5,266",65.5,"10,299",9.7,"1,525",21.9,"3,444",28.4,"4,458",78.1,"12,283",25.8,"4,056",62.3,"9,793",21.3,"3,342"
29,Tlaxcala,29039,Xaloztoc,"20,781",66.8,"13,884",10.6,"2,201",56.2,"11,683",16.5,"3,432",8.8,"1,822",7.9,"1,643",16.2,"3,361",33.9,"7,051",74.1,"15,399",12.7,"2,641",18.8,"3,916",17.9,"3,716",83.3,"17,316",23.2,"4,831",75.6,"15,706",31.8,"6,610"
29,Tlaxcala,29040,Xaltocan,"10,319",61.2,"6,317",8.4,865,52.8,"5,452",24.3,"2,506",5.5,564,9,933,16.4,"1,696",34.8,"3,592",72.9,"7,522",12.5,"1,285",28.7,"2,964",14.2,"1,463",85.5,"8,823",23.9,"2,465",66.7,"6,881",25.8,"2,666"
29,Tlaxcala,29041,Papalotla de Xicohténcatl,"26,002",56.3,"14,652",8,"2,077",48.4,"12,574",14.5,"3,762",12.7,"3,309",16.5,"4,279",12.3,"3,205",33.8,"8,797",58.6,"15,226",9.8,"2,560",8.1,"2,118",15.4,"3,998",70.8,"18,414",16.1,"4,177",69.1,"17,960",27.5,"7,153"
29,Tlaxcala,29042,Xicohtzinco,"11,718",48.2,"5,651",6,706,42.2,"4,945",16.3,"1,907",17.8,"2,081",17.7,"2,079",10.2,"1,189",41.7,"4,886",50.7,"5,947",6,708,7.8,911,12.9,"1,517",64.5,"7,558",12.8,"1,498",66,"7,732",24,"2,813"
29,Tlaxcala,29043,Yauhquemehcan,"36,483",43.9,"16,003",3.8,"1,381",40.1,"14,621",20.4,"7,445",12.2,"4,433",23.6,"8,602",9.4,"3,414",23.7,"8,658",54.1,"19,723",3.1,"1,148",7.3,"2,673",19,"6,916",64.3,"23,448",11.5,"4,197",56,"20,436",16.1,"5,868"
29,Tlaxcala,29044,Zacatelco,"41,205",57.2,"23,577",7.7,"3,180",49.5,"20,397",19.5,"8,044",10.4,"4,299",12.8,"5,285",13.5,"5,576",36.5,"15,045",65.9,"27,169",11,"4,525",10.1,"4,152",23.6,"9,706",76.7,"31,621",20.3,"8,382",67.7,"27,875",22.7,"9,356"
29,Tlaxcala,29045,Benito Juárez,"6,764",83.7,"5,664",15.8,"1,071",67.9,"4,593",13.2,893,1.5,102,1.6,106,23.2,"1,566",20.8,"1,405",94.2,"6,370",19.5,"1,316",1.5,104,37.1,"2,508",96.9,"6,557",27.7,"1,871",85.2,"5,766",46.3,"3,129"
29,Tlaxcala,29046,Emiliano Zapata,"4,119",87.4,"3,601",15,620,72.4,"2,981",10.9,450,1.1,44,0.6,25,26.9,"1,108",21.1,868,95.6,"3,936",18.7,771,10.6,437,23.9,984,98.3,"4,051",26.9,"1,107",88.5,"3,645",50.6,"2,083"
29,Tlaxcala,29047,Lázaro Cárdenas,"2,764",63.4,"1,754",8.2,228,55.2,"1,526",30.7,847,1.8,49,4.1,114,21.7,601,20.2,558,87.5,"2,417",15.2,421,8.4,231,28.3,783,94.1,"2,601",22.7,627,65.2,"1,803",24.8,686
29,Tlaxcala,29048,La Magdalena Tlaltelulco,"19,092",68.2,"13,012",11.8,"2,254",56.3,"10,758",17.5,"3,332",5.1,975,9.3,"1,773",15.2,"2,903",38.2,"7,293",77.2,"14,741",15.8,"3,013",13.2,"2,520",29.2,"5,569",85.6,"16,344",28,"5,337",73.3,"13,987",28.2,"5,386"
29,Tlaxcala,29049,San Damián Texóloc,"5,032",61.5,"3,092",12.1,609,49.3,"2,483",18.2,916,7.4,374,12.9,650,17.1,862,57.6,"2,900",71.1,"3,578",9,452,9.5,476,10.6,531,79.7,"4,008",24.1,"1,210",68.9,"3,467",33.3,"1,674"
29,Tlaxcala,29050,San Francisco Tetlanohcan,"9,533",70.4,"6,708",15.5,"1,475",54.9,"5,233",13.4,"1,275",6.8,653,9.4,898,16.4,"1,563",37.6,"3,582",73.2,"6,976",19.4,"1,853",14.5,"1,383",30.2,"2,882",83.7,"7,983",30.4,"2,900",77.2,"7,361",35.6,"3,392"
29,Tlaxcala,29051,San Jerónimo Zacualpan,"3,400",60,"2,039",14.2,484,45.7,"1,554",19.2,653,7,239,13.8,469,15.5,527,44.1,"1,501",67.6,"2,298",11.2,382,22.5,766,19.9,676,79.2,"2,692",28,951,67,"2,277",32,"1,089"
29,Tlaxcala,29052,San José Teacalco,"5,656",81.7,"4,620",18,"1,020",63.6,"3,599",14.5,819,2.2,125,1.6,92,24.8,"1,401",35.2,"1,992",89.7,"5,076",21.7,"1,227",32.1,"1,817",14.9,845,96.2,"5,439",34.3,"1,941",83.9,"4,745",44.6,"2,522"
29,Tlaxcala,29053,San Juan Huactzinco,"7,644",62.5,"4,774",19.5,"1,493",42.9,"3,282",24,"1,832",3.3,249,10.3,789,16.7,"1,273",61,"4,664",77.5,"5,922",19.3,"1,473",25.8,"1,970",28.9,"2,208",86.4,"6,606",42.4,"3,243",65.7,"5,023",32.1,"2,456"
29,Tlaxcala,29054,San Lorenzo Axocomanitla,"5,005",54.6,"2,733",8.8,440,45.8,"2,293",17.2,859,13.5,678,14.7,735,15,752,39.2,"1,964",61.3,"3,069",8.8,440,6,299,16.4,819,71.8,"3,592",17.7,886,68.1,"3,410",29.9,"1,495"
29,Tlaxcala,29055,San Lucas Tecopilco,"2,820",77,"2,171",11.8,333,65.2,"1,838",14.2,400,5.5,155,3.3,94,19.7,554,37.3,"1,053",82.4,"2,325",12.7,357,17.2,484,8.9,250,91.2,"2,571",20.2,570,82.5,"2,326",45.9,"1,295"
